id_recomendacion,id_parcela,id_ciclo,fecha_generacion,fecha_riego_sugerida,lamina_recomendada_mm,eto_referencia,etc_calculada,deficit_acumulado_mm,nivel_urgencia,algoritmo_version,aceptada,ahorro_estimado_m3,ahorro_mxn,ahorro_kwh,prioridad_tecnificacion,migracion_sugerida,score_optimizacion,confianza_modelo,explicacion_ia
38e80aba-7583-4322-8c5d-bbbb8c078e6d,PAR-014,CIC-2025-OI,2026-01-18,2026-01-22,33.54,3.69,4.317,26.05,Alta,MILPIN-v1.2,modificada,6219.2,10448.26,1919.25,Baja,Gravedad -> Microaspersion,0.32,0.7,FAO-56 detecta inicio etapa media con Kc=1.17. Incrementar lamina un 28% respecto evento anterior.
54a42e1b-868b-4f7e-ac14-38285556b681,PAR-014,CIC-2025-OI,2025-12-05,2025-12-08,17.09,2.9,2.752,9.47,Media,MILPIN-v1.2,rechazada,3168.2,5322.58,977.71,Alta,Microaspersion -> Goteo,0.32,0.53,Deficit acumulado 9.5 mm supera umbral critico. Riego urgente antes de 3 dias para evitar dano.
c6813b01-649b-4ff2-80b1-57b357cb5bc3,PAR-014,CIC-2025-OI,2026-03-01,2026-03-04,30.75,5.94,3.326,22.42,Baja,MILPIN-v1.2,aceptada,5702.8,9580.7,1759.88,Baja,Mantener sistema actual,0.58,0.4,Deficit acumulado 22.4 mm supera umbral critico. Riego urgente antes de 6 dias para evitar dano.
66f4093e-933b-4eeb-b8e5-17e113cf00f6,PAR-014,CIC-2026-PV,2026-07-16,2026-07-20,17.49,7.97,4.623,9.37,Baja,MILPIN-v1.2,rechazada,3246.3,5453.78,1001.81,Media,Gravedad -> Microaspersion,0.79,0.94,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 9.4 mm.
5ecd70a7-f610-4151-92fb-cc4daabbfcc9,PAR-014,CIC-2026-PV,2026-07-10,2026-07-14,26.35,8.17,4.575,17.29,Baja,MILPIN-v1.3,rechazada,4886.8,8209.82,1508.07,Alta,Gravedad -> Goteo,0.74,0.81,Patron historico + indices climaticos: riego optimo en 5 dias evita estres hidrico en etapa Final.
fa5ea232-ac84-49be-8488-5760d3aaf908,PAR-014,CIC-2026-PV,2026-09-21,2026-09-26,15.21,6.48,3.694,5.78,Media,MILPIN-v2.0,aceptada,2821.0,4739.28,870.56,Baja,Aspersion -> Goteo,0.81,0.92,Score optimizacion 0.81: migracion Aspersion -> Goteo proyecta ahorro 28% consumo anual con payback < 2 ciclos.
375ac4a8-9be8-43ea-9a43-66d3dd951391,PAR-014,CIC-2026-PV,2026-06-02,2026-06-03,30.61,8.92,10.526,27.35,Alta,MILPIN-v1.2,rechazada,5676.7,9536.86,1751.83,Baja,Gravedad -> Microaspersion,0.8,0.87,Deficit acumulado 27.4 mm supera umbral critico. Riego urgente antes de 6 dias para evitar dano.
fe3469d4-7737-4a7c-bd0b-279548d97c67,PAR-014,CIC-2026-PV,2026-09-10,2026-09-11,19.02,6.73,3.971,10.99,Media,MILPIN-v1.3,aceptada,3528.4,5927.71,1088.86,Media,Microaspersion -> Goteo,0.78,0.89,Deficit acumulado 11.0 mm supera umbral critico. Riego urgente antes de 2 dias para evitar dano.
2170df74-3add-45d7-b7ab-1c5d76829665,PAR-014,CIC-2026-PV,2026-03-06,2026-03-07,34.13,6.06,1.697,25.52,Media,MILPIN-v2.0,rechazada,6332.1,10637.93,1954.09,Baja,Gravedad -> Goteo,0.79,0.81,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 25.5 mm.
1eb26302-1573-4b3c-9075-c6ba0884fdbc,PAR-015,CIC-2025-PV,2025-04-20,2025-04-21,15.49,7.17,6.747,9.81,Alta,MILPIN-v2.0,modificada,1906.6,3203.09,588.38,Baja,Mantener sistema actual,0.6,0.67,Score optimizacion 0.60: migracion Mantener sistema actual proyecta ahorro 28% consumo anual con payback < 2 ciclos.
67e79df2-4d93-4534-a493-7d99ced505ca,PAR-015,CIC-2025-PV,2025-06-16,2025-06-19,11.59,9.14,9.305,5.48,Media,MILPIN-v1.3,rechazada,1425.6,2395.01,439.94,Baja,Gravedad -> Microaspersion,0.44,0.44,Patron historico + indices climaticos: riego optimo en 2 dias evita estres hidrico en etapa Final.
0064b3cb-bc12-4956-86e8-39859467d7f0,PAR-015,CIC-2025-PV,2025-06-25,2025-06-30,18.49,8.79,8.21,10.44,Baja,MILPIN-v1.2,aceptada,2278.1,3827.21,703.02,Baja,Gravedad -> Microaspersion,0.39,0.4,Score optimizacion 0.39: migracion Gravedad -> Microaspersion proyecta ahorro 28% consumo anual con payback < 2 ciclos.
ff48054d-b5fa-496e-a317-e8b86611988c,PAR-015,CIC-2025-PV,2025-07-13,2025-07-14,22.75,8.24,7.581,16.21,Alta,MILPIN-v2.0,sin_respuesta,2799.4,4702.99,863.89,Alta,Aspersion -> Goteo,0.7,0.59,Deficit acumulado 16.2 mm supera umbral critico. Riego urgente antes de 2 dias para evitar dano.
e134e6a6-1c91-4019-95c6-3ed5ad822525,PAR-015,CIC-2025-OI,2026-03-12,2026-03-15,18.58,5.71,5.31,9.59,Alta,MILPIN-v2.0,aceptada,2286.7,3841.66,705.68,Alta,Gravedad -> Microaspersion,0.36,0.53,FAO-56 detecta inicio etapa media con Kc=0.93. Incrementar lamina un 28% respecto evento anterior.
739bef61-5243-4bb1-a741-2caac925ea17,PAR-015,CIC-2025-OI,2026-01-20,2026-01-22,23.92,3.32,3.552,20.14,Media,MILPIN-v1.3,modificada,2943.4,4944.91,908.33,Alta,Aspersion -> Goteo,0.7,0.39,Balance hidrico acumulado indica deficit de 20.1 mm. Riego preventivo recomendado en 3 dias.
24f1ea22-c1d7-4648-9e30-c8f600e25a0c,PAR-015,CIC-2025-OI,2026-03-27,2026-03-31,32.44,5.98,5.442,26.9,Media,MILPIN-v1.2,aceptada,3994.6,6710.93,1232.73,Alta,Mantener sistema actual,0.59,0.56,Deficit acumulado 26.9 mm supera umbral critico. Riego urgente antes de 3 dias para evitar dano.
60aa375d-b94c-4f43-b98b-1b8c1c13859c,PAR-015,CIC-2026-PV,2026-09-14,2026-09-15,30.94,6.67,5.87,23.93,Baja,MILPIN-v1.3,rechazada,3807.4,6396.43,1174.96,Alta,Microaspersion -> Goteo,0.82,0.87,ETo proyectada 6.7 mm/dia (horizonte 7 dias). Kc=0.88 etapa Final. Aplicar lamina 31 mm.
d581d566-c0c5-4c67-869e-24f1f7972ddd,PAR-015,CIC-2026-PV,2026-05-08,2026-05-11,31.77,8.55,9.149,26.23,Baja,MILPIN-v1.3,modificada,3911.0,6570.48,1206.93,Media,Gravedad -> Microaspersion,0.81,0.77,ETo proyectada 8.6 mm/dia (horizonte 7 dias). Kc=1.07 etapa Media. Aplicar lamina 32 mm.
0d0f523c-0c36-448b-b6f8-18a3688cb922,PAR-015,CIC-2026-PV,2026-09-30,2026-10-05,32.48,6.15,5.72,25.86,Media,MILPIN-v1.3,aceptada,3997.4,6715.63,1233.6,Alta,Microaspersion -> Goteo,0.73,0.95,ETo proyectada 6.2 mm/dia (horizonte 7 dias). Kc=0.93 etapa Final. Aplicar lamina 32 mm.
2b66c3a5-3e17-4e77-8d31-a6d1ec3283a0,PAR-015,CIC-2026-PV,2026-06-08,2026-06-09,27.27,9.02,9.2,19.74,Media,MILPIN-v1.2,aceptada,3355.2,5636.74,1035.41,Baja,Gravedad -> Goteo,0.87,0.93,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 19.7 mm.
e8980d9f-44e9-4cd9-91ea-3a28dfa05333,PAR-015,CIC-2026-PV,2026-04-05,2026-04-07,23.7,7.67,5.285,19.7,Media,MILPIN-v1.3,aceptada,2917.4,4901.23,900.31,Baja,Microaspersion -> Goteo,0.8,0.88,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 19.7 mm.
ccaf980f-b54e-4d5a-861d-3a9345bd1830,PAR-015,CIC-2026-PV,2026-08-05,2026-08-08,24.24,7.23,6.362,19.93,Media,MILPIN-v1.3,aceptada,2983.7,5012.62,920.77,Media,Aspersion -> Goteo,0.89,0.75,FAO-56 detecta inicio etapa media con Kc=0.88. Incrementar lamina un 28% respecto evento anterior.
c8f0c658-ccb0-4d40-bcb1-8083a87a271a,PAR-015,CIC-2026-PV,2026-08-22,2026-08-25,29.15,7.34,6.459,19.49,Media,MILPIN-v2.0,aceptada,3588.5,6028.68,1107.41,Alta,Gravedad -> Microaspersion,0.85,0.81,ETo proyectada 7.3 mm/dia (horizonte 7 dias). Kc=0.88 etapa Final. Aplicar lamina 29 mm.
2bbecb67-5894-429b-87ef-a2caf1890c4d,PAR-015,CIC-2026-PV,2026-04-06,2026-04-11,28.69,7.54,5.286,21.52,Baja,MILPIN-v1.3,aceptada,3530.9,5931.91,1089.64,Alta,Gravedad -> Microaspersion,0.77,0.82,Patron historico + indices climaticos: riego optimo en 4 dias evita estres hidrico en etapa Desarrollo.
e96e8cda-5984-4f69-88ae-58cd697ab27f,PAR-016,CIC-2025-PV,2025-08-05,2025-08-08,21.59,7.5,2.4,16.39,Alta,MILPIN-v2.0,rechazada,468.0,786.24,144.42,Media,Microaspersion -> Goteo,0.69,0.38,FAO-56 detecta inicio etapa media con Kc=0.32. Incrementar lamina un 11% respecto evento anterior.
5ad4e009-1391-4d87-804c-f9945b9d4d06,PAR-016,CIC-2025-PV,2025-03-13,2025-03-17,28.03,5.96,2.146,19.73,Alta,MILPIN-v1.3,sin_respuesta,608.4,1022.11,187.75,Alta,Gravedad -> Goteo,0.37,0.53,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 19.7 mm.
ec51f314-36ba-42ae-a0fc-9746b56a2baf,PAR-016,CIC-2025-PV,2025-03-24,2025-03-27,11.17,6.13,3.157,6.56,Baja,MILPIN-v1.3,modificada,241.8,406.22,74.62,Baja,Gravedad -> Microaspersion,0.48,0.74,Balance hidrico acumulado indica deficit de 6.6 mm. Riego preventivo recomendado en 5 dias.
545cc632-dc9a-444b-b9a8-7c9282589de5,PAR-016,CIC-2025-PV,2025-06-26,2025-07-01,14.41,8.74,2.709,10.88,Alta,MILPIN-v2.0,aceptada,312.0,524.16,96.28,Media,Microaspersion -> Goteo,0.49,0.5,Deficit acumulado 10.9 mm supera umbral critico. Riego urgente antes de 4 dias para evitar dano.
f27c8630-360f-4fc5-9cc9-384e4b585422,PAR-016,CIC-2025-OI,2025-11-18,2025-11-21,19.13,4.14,2.67,15.75,Alta,MILPIN-v1.3,modificada,413.4,694.51,127.58,Media,Mantener sistema actual,0.67,0.43,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 15.8 mm.
e29d3aa8-01d0-42bd-a342-b6fdeb620bc1,PAR-016,CIC-2025-OI,2026-01-09,2026-01-13,17.79,3.45,3.864,13.93,Media,MILPIN-v2.0,aceptada,385.3,647.3,118.9,Alta,Mantener sistema actual,0.59,0.71,Patron historico + indices climaticos: riego optimo en 5 dias evita estres hidrico en etapa Final.
f8789c2c-e676-48a4-b728-fb099e2bb974,PAR-016,CIC-2025-OI,2026-01-28,2026-02-01,18.81,3.28,1.017,10.59,Media,MILPIN-v2.0,rechazada,407.2,684.1,125.66,Alta,Aspersion -> Goteo,0.6,0.56,Score optimizacion 0.60: migracion Aspersion -> Goteo proyecta ahorro 11% consumo anual con payback < 2 ciclos.
bab1db13-9864-4419-963c-ce790d83a2a7,PAR-016,CIC-2025-OI,2026-03-18,2026-03-20,19.64,6.07,1.942,14.95,Media,MILPIN-v2.0,aceptada,425.9,715.51,131.43,Alta,Microaspersion -> Goteo,0.58,0.69,Score optimizacion 0.58: migracion Microaspersion -> Goteo proyecta ahorro 11% consumo anual con payback < 2 ciclos.
0f0ec48a-8bf3-4051-9a36-102d8a6507e3,PAR-016,CIC-2026-PV,2026-07-28,2026-08-01,34.43,7.68,2.534,24.98,Baja,MILPIN-v2.0,aceptada,745.7,1252.78,230.12,Baja,Microaspersion -> Goteo,0.92,0.92,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 25.0 mm.
d5299b8b-cc4e-43b5-95ca-8265fb864373,PAR-016,CIC-2026-PV,2026-04-22,2026-04-25,19.98,7.48,8.378,10.45,Media,MILPIN-v2.0,aceptada,432.1,725.93,133.35,Alta,Gravedad -> Goteo,0.93,0.91,ETo proyectada 7.5 mm/dia (horizonte 7 dias). Kc=1.12 etapa Media. Aplicar lamina 20 mm.
869aec44-c9fe-4d34-8e29-fd67e17651bb,PAR-016,CIC-2026-PV,2026-03-11,2026-03-16,10.96,6.13,2.268,5.0,Media,MILPIN-v1.3,aceptada,237.1,398.33,73.17,Baja,Aspersion -> Goteo,0.76,0.92,FAO-56 detecta inicio etapa media con Kc=0.37. Incrementar lamina un 11% respecto evento anterior.
6e745eef-ef88-48b1-b9ef-8436e0800275,PAR-016,CIC-2026-PV,2026-03-24,2026-03-29,27.59,5.75,2.789,18.99,Media,MILPIN-v1.3,aceptada,597.5,1003.8,184.39,Alta,Gravedad -> Microaspersion,0.93,0.93,ETo proyectada 5.8 mm/dia (horizonte 7 dias). Kc=0.48 etapa Desarrollo. Aplicar lamina 28 mm.
ef300f15-aa19-4984-a298-27944c510b3a,PAR-016,CIC-2026-PV,2026-06-27,2026-06-30,23.72,9.13,3.104,19.31,Baja,MILPIN-v2.0,modificada,513.2,862.18,158.37,Alta,Gravedad -> Microaspersion,0.72,0.77,ETo proyectada 9.1 mm/dia (horizonte 7 dias). Kc=0.34 etapa Final. Aplicar lamina 24 mm.
7bca0e5d-90ee-4ab3-a08f-92a3bef491fa,PAR-016,CIC-2026-PV,2026-04-22,2026-04-26,12.36,7.66,9.115,8.46,Alta,MILPIN-v1.3,aceptada,268.3,450.74,82.8,Media,Mantener sistema actual,0.77,0.85,Patron historico + indices climaticos: riego optimo en 2 dias evita estres hidrico en etapa Media.
68f9bb21-8355-4d69-b003-a3c0eaf1cdfe,PAR-017,CIC-2025-PV,2025-03-13,2025-03-17,11.85,6.04,1.57,6.2,Media,MILPIN-v1.3,aceptada,1340.9,2252.71,413.8,Alta,Gravedad -> Microaspersion,0.38,0.61,Deficit acumulado 6.2 mm supera umbral critico. Riego urgente antes de 3 dias para evitar dano.
79950bdd-51bb-44f6-81bb-d4675ab4e3be,PAR-017,CIC-2025-PV,2025-09-08,2025-09-09,15.22,6.7,4.087,11.84,Baja,MILPIN-v1.2,sin_respuesta,1725.2,2898.34,532.4,Media,Microaspersion -> Goteo,0.58,0.48,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 11.8 mm.
e0327bfe-23f3-4541-b926-3ae29628e0f6,PAR-017,CIC-2025-PV,2025-06-30,2025-07-04,14.54,9.05,5.883,5.06,Media,MILPIN-v1.3,sin_respuesta,1645.7,2764.78,507.86,Baja,Aspersion -> Goteo,0.34,0.39,Deficit acumulado 5.1 mm supera umbral critico. Riego urgente antes de 6 dias para evitar dano.
5d00e3ca-9025-4146-810a-c12f743514d7,PAR-017,CIC-2025-PV,2025-10-08,2025-10-12,34.85,5.21,3.282,26.75,Media,MILPIN-v2.0,rechazada,3948.5,6633.48,1218.51,Alta,Mantener sistema actual,0.44,0.55,Balance hidrico acumulado indica deficit de 26.8 mm. Riego preventivo recomendado en 3 dias.
73ed8d0e-6d88-4e7e-bf40-e414fbde28cf,PAR-017,CIC-2025-PV,2025-08-03,2025-08-08,32.25,7.67,4.679,24.29,Media,MILPIN-v2.0,sin_respuesta,3654.3,6139.22,1127.72,Baja,Mantener sistema actual,0.35,0.61,Balance hidrico acumulado indica deficit de 24.3 mm. Riego preventivo recomendado en 5 dias.
2c1b2410-369f-4906-882b-df49af0c0510,PAR-017,CIC-2025-PV,2025-08-11,2025-08-14,19.41,7.16,4.511,11.49,Baja,MILPIN-v1.2,modificada,2196.8,3690.62,677.93,Baja,Gravedad -> Microaspersion,0.48,0.43,ETo proyectada 7.2 mm/dia (horizonte 7 dias). Kc=0.63 etapa Final. Aplicar lamina 19 mm.
67834f3d-854e-40ce-a7b8-ad9768234b72,PAR-017,CIC-2025-OI,2026-03-25,2026-03-28,15.35,5.72,3.604,7.32,Media,MILPIN-v1.3,rechazada,1738.4,2920.51,536.47,Baja,Gravedad -> Goteo,0.52,0.74,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 7.3 mm.
1daa275b-e3c6-4467-80f5-e69f469b45c4,PAR-017,CIC-2025-OI,2026-01-19,2026-01-21,14.48,3.15,3.717,6.68,Alta,MILPIN-v2.0,rechazada,1640.4,2755.87,506.23,Media,Aspersion -> Goteo,0.67,0.65,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 6.7 mm.
57b45bdd-0372-4c57-8407-77b14da58962,PAR-017,CIC-2025-OI,2026-03-01,2026-03-04,25.04,6.27,3.574,19.65,Alta,MILPIN-v1.2,modificada,2835.5,4763.64,875.04,Alta,Mantener sistema actual,0.58,0.66,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 19.6 mm.
cac8077c-e68e-42a3-8749-f6ef129e82be,PAR-017,CIC-2025-OI,2025-12-16,2025-12-20,21.42,3.23,3.876,16.11,Media,MILPIN-v1.2,rechazada,2424.8,4073.66,748.29,Baja,Microaspersion -> Goteo,0.35,0.7,Deficit acumulado 16.1 mm supera umbral critico. Riego urgente antes de 2 dias para evitar dano.
51d1d32e-0e9c-469a-826f-3ff6a8efb7f3,PAR-017,CIC-2026-PV,2026-05-10,2026-05-15,25.61,8.43,10.2,15.75,Media,MILPIN-v2.0,aceptada,2899.1,4870.49,894.66,Media,Gravedad -> Microaspersion,0.95,0.96,Patron historico + indices climaticos: riego optimo en 6 dias evita estres hidrico en etapa Media.
a7fc902e-e125-4a76-bc14-a8851ba9e978,PAR-017,CIC-2026-PV,2026-08-12,2026-08-15,17.18,7.71,4.703,9.43,Baja,MILPIN-v1.2,aceptada,1945.1,3267.77,600.26,Alta,Aspersion -> Goteo,0.87,0.74,Patron historico + indices climaticos: riego optimo en 3 dias evita estres hidrico en etapa Final.
77742ac3-fc94-4a9a-9db1-2d0daa080833,PAR-017,CIC-2026-PV,2026-10-06,2026-10-11,20.29,5.27,2.951,14.6,Baja,MILPIN-v1.3,aceptada,2300.2,3864.34,709.84,Media,Microaspersion -> Goteo,0.8,0.76,Patron historico + indices climaticos: riego optimo en 6 dias evita estres hidrico en etapa Final.
2133f272-849e-414c-b563-95bf3bfac6f4,PAR-017,CIC-2026-PV,2026-07-11,2026-07-16,27.8,7.88,5.043,22.29,Media,MILPIN-v1.2,aceptada,3148.2,5288.98,971.53,Alta,Microaspersion -> Goteo,0.95,0.76,Balance hidrico acumulado indica deficit de 22.3 mm. Riego preventivo recomendado en 4 dias.
444103a8-ba29-4d0c-9f29-c8d3ccb7c07c,PAR-017,CIC-2026-PV,2026-06-12,2026-06-17,32.27,9.01,9.37,23.61,Alta,MILPIN-v1.3,modificada,3654.3,6139.22,1127.72,Alta,Microaspersion -> Goteo,0.73,0.81,FAO-56 detecta inicio etapa media con Kc=1.04. Incrementar lamina un 28% respecto evento anterior.
6bee532c-cbae-45ca-b8c2-137fc735c8fa,PAR-017,CIC-2026-PV,2026-04-14,2026-04-16,19.37,7.75,7.339,10.98,Alta,MILPIN-v1.3,aceptada,2194.2,3686.26,677.13,Baja,Aspersion -> Goteo,0.79,0.85,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 11.0 mm.
e4892cad-82bd-45cf-9a20-a637abfca9c5,PAR-017,CIC-2026-PV,2026-06-23,2026-06-24,18.61,8.81,7.224,12.32,Media,MILPIN-v1.3,aceptada,2106.8,3539.42,650.16,Media,Aspersion -> Goteo,0.72,0.75,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 12.3 mm.
1312eed5-c50b-4da8-9357-3bd6b04af852,PAR-017,CIC-2026-PV,2026-04-14,2026-04-16,17.57,7.44,6.822,8.99,Media,MILPIN-v1.3,aceptada,1990.2,3343.54,614.18,Baja,Gravedad -> Goteo,0.87,0.75,Score optimizacion 0.87: migracion Gravedad -> Goteo proyecta ahorro 28% consumo anual con payback < 2 ciclos.
5609e5b0-58d7-42d9-b5a9-21a2a4ae98e8,PAR-017,CIC-2026-PV,2026-03-23,2026-03-25,24.46,6.05,2.003,18.43,Baja,MILPIN-v1.3,aceptada,2769.3,4652.42,854.61,Media,Mantener sistema actual,0.86,0.88,ETo proyectada 6.0 mm/dia (horizonte 7 dias). Kc=0.33 etapa Desarrollo. Aplicar lamina 24 mm.
c5c510aa-0aaf-40d9-bbc2-8dab59106a28,PAR-017,CIC-2026-PV,2026-04-14,2026-04-19,18.84,7.3,6.548,13.95,Media,MILPIN-v2.0,aceptada,2133.2,3583.78,658.31,Alta,Microaspersion -> Goteo,0.73,0.81,FAO-56 detecta inicio etapa media con Kc=0.90. Incrementar lamina un 28% respecto evento anterior.
280c377b-110c-454c-a9ef-6e207a865311,PAR-018,CIC-2025-PV,2025-07-11,2025-07-13,32.52,8.12,7.389,25.43,Baja,MILPIN-v2.0,modificada,2006.9,3371.59,619.33,Media,Gravedad -> Goteo,0.37,0.59,Deficit acumulado 25.4 mm supera umbral critico. Riego urgente antes de 3 dias para evitar dano.
c4e860d2-7e86-4d4c-8db6-52ae08545c21,PAR-018,CIC-2025-PV,2025-05-14,2025-05-16,10.65,8.72,9.243,6.02,Media,MILPIN-v2.0,aceptada,657.1,1103.93,202.78,Alta,Gravedad -> Microaspersion,0.55,0.73,FAO-56 detecta inicio etapa media con Kc=1.06. Incrementar lamina un 11% respecto evento anterior.
f5414094-defc-4729-ab8b-43c923f4ddb2,PAR-018,CIC-2025-PV,2025-07-03,2025-07-05,17.17,7.76,7.263,10.23,Media,MILPIN-v1.2,rechazada,1056.7,1775.26,326.1,Baja,Gravedad -> Microaspersion,0.43,0.55,FAO-56 detecta inicio etapa media con Kc=0.94. Incrementar lamina un 11% respecto evento anterior.
383b57b1-d062-42b5-9075-34152618482e,PAR-018,CIC-2025-PV,2025-05-24,2025-05-25,20.51,8.45,8.873,11.15,Media,MILPIN-v2.0,rechazada,1265.4,2125.87,390.5,Baja,Aspersion -> Goteo,0.32,0.44,FAO-56 detecta inicio etapa media con Kc=1.05. Incrementar lamina un 11% respecto evento anterior.
05d9f406-a5c0-41ad-83aa-e992d5b33402,PAR-018,CIC-2025-PV,2025-06-15,2025-06-20,22.23,8.84,9.141,18.12,Media,MILPIN-v2.0,modificada,1372.0,2304.96,423.4,Baja,Gravedad -> Microaspersion,0.69,0.46,Patron historico + indices climaticos: riego optimo en 6 dias evita estres hidrico en etapa Final.
dea67eeb-2a86-477c-823b-03c02075837b,PAR-018,CIC-2025-OI,2025-12-06,2025-12-10,30.82,3.19,2.785,26.35,Alta,MILPIN-v2.0,sin_respuesta,1900.3,3192.5,586.43,Baja,Aspersion -> Goteo,0.59,0.55,ETo proyectada 3.2 mm/dia (horizonte 7 dias). Kc=0.87 etapa Desarrollo. Aplicar lamina 31 mm.
2bece1dc-e5d6-4dcb-8a9b-adee9984f879,PAR-018,CIC-2025-OI,2026-04-17,2026-04-18,26.43,7.84,6.978,17.18,Alta,MILPIN-v1.3,modificada,1629.5,2737.56,502.86,Media,Aspersion -> Goteo,0.51,0.56,Score optimizacion 0.51: migracion Aspersion -> Goteo proyecta ahorro 11% consumo anual con payback < 2 ciclos.
f0852571-934a-4ea9-8cd2-9bfb394eefc9,PAR-018,CIC-2025-OI,2026-03-18,2026-03-21,33.76,6.03,5.367,24.23,Alta,MILPIN-v2.0,sin_respuesta,2082.4,3498.43,642.63,Baja,Microaspersion -> Goteo,0.49,0.47,Patron historico + indices climaticos: riego optimo en 2 dias evita estres hidrico en etapa Final.
823cb47c-fd1a-49d0-b66f-8c87ee19bd07,PAR-018,CIC-2025-OI,2026-03-22,2026-03-23,18.0,6.27,5.894,10.24,Media,MILPIN-v1.3,rechazada,1110.0,1864.8,342.55,Baja,Microaspersion -> Goteo,0.63,0.39,Score optimizacion 0.63: migracion Microaspersion -> Goteo proyecta ahorro 11% consumo anual con payback < 2 ciclos.
97dadd05-d6fa-42ee-953d-a9dd649c327b,PAR-018,CIC-2025-OI,2026-03-12,2026-03-16,17.71,6.27,5.392,11.45,Media,MILPIN-v1.3,rechazada,1092.2,1834.9,337.05,Media,Microaspersion -> Goteo,0.42,0.5,Patron historico + indices climaticos: riego optimo en 5 dias evita estres hidrico en etapa Final.
f1e4fc0c-73cd-4666-a7a2-3d8d77949cbc,PAR-018,CIC-2026-PV,2026-08-04,2026-08-09,31.68,7.72,6.716,24.89,Media,MILPIN-v1.2,aceptada,6011.8,10099.82,1855.24,Media,Gravedad -> Goteo,0.9,0.93,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 24.9 mm.
e309a1f8-d09b-47b7-b494-126fa5daef4f,PAR-018,CIC-2026-PV,2026-07-10,2026-07-15,23.41,8.06,6.932,13.5,Baja,MILPIN-v2.0,rechazada,4444.4,7466.59,1371.54,Baja,Aspersion -> Goteo,0.76,0.88,FAO-56 detecta inicio etapa media con Kc=0.86. Incrementar lamina un 28% respecto evento anterior.
acff11d2-39d5-477b-90a4-8a58b9f5e939,PAR-018,CIC-2026-PV,2026-06-27,2026-07-01,11.7,8.67,7.994,8.58,Media,MILPIN-v2.0,aceptada,2220.0,3729.6,685.09,Baja,Gravedad -> Goteo,0.78,0.76,Balance hidrico acumulado indica deficit de 8.6 mm. Riego preventivo recomendado en 3 dias.
9fc9dbd0-81a6-4a04-b2f8-e5e5884a9637,PAR-018,CIC-2026-PV,2026-08-07,2026-08-08,16.18,7.38,6.716,7.03,Baja,MILPIN-v2.0,aceptada,3068.0,5154.24,946.78,Alta,Mantener sistema actual,0.86,0.78,Score optimizacion 0.86: migracion Mantener sistema actual proyecta ahorro 28% consumo anual con payback < 2 ciclos.
4bce115d-4b33-473c-943f-9c4fd553ec4c,PAR-018,CIC-2026-PV,2026-07-14,2026-07-16,27.08,7.67,7.133,24.03,Media,MILPIN-v2.0,aceptada,5137.1,8630.33,1585.31,Alta,Gravedad -> Goteo,0.92,0.9,Patron historico + indices climaticos: riego optimo en 2 dias evita estres hidrico en etapa Final.
00ffa427-c25d-4f50-9a5c-d6771cae5391,PAR-018,CIC-2026-PV,2026-05-01,2026-05-05,15.18,8.56,9.159,8.31,Media,MILPIN-v1.3,modificada,2877.1,4833.53,887.87,Alta,Microaspersion -> Goteo,0.94,0.79,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 8.3 mm.
8683752a-9e38-4bb3-a3b7-b23d3355b92a,PAR-019,CIC-2025-PV,2025-09-04,2025-09-07,22.89,6.49,3.634,15.59,Baja,MILPIN-v2.0,sin_respuesta,0.0,0.0,0.0,Media,Aspersion -> Goteo,0.65,0.68,FAO-56 detecta inicio etapa media con Kc=0.56. Incrementar lamina un 0% respecto evento anterior.
e3fa12f9-ee24-42bd-b5fa-b00cd3f4ed0d,PAR-019,CIC-2025-PV,2025-03-09,2025-03-13,31.5,6.17,1.851,22.62,Alta,MILPIN-v2.0,modificada,0.0,0.0,0.0,Alta,Gravedad -> Goteo,0.36,0.71,Patron historico + indices climaticos: riego optimo en 4 dias evita estres hidrico en etapa Inicial.
90afd9b2-47a9-48eb-9ff1-a987d4308561,PAR-019,CIC-2025-PV,2025-06-05,2025-06-07,26.94,9.02,10.734,19.21,Alta,MILPIN-v2.0,modificada,0.0,0.0,0.0,Baja,Gravedad -> Goteo,0.59,0.58,FAO-56 detecta inicio etapa media con Kc=1.19. Incrementar lamina un 0% respecto evento anterior.
