id_costo,id_parcela,ciclo_agricola,cultivo,volumen_agua_total_m3,costo_agua_mxn,costo_fertilizantes_mxn,costo_agroquimicos_mxn,costo_semilla_mxn,costo_maquinaria_mxn,costo_mano_obra_mxn,ingreso_estimado_mxn,margen_contribucion_mxn
4d9e5018-3ed6-4f27-aaf0-c5a70ad73fef,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,OI-2022,Chile,152872.68,256826.1,103205.85,124451.88,66012.54,155920.84,164085.28,5609901.4,4739398.91
1553ab81-8565-43b1-a974-5c2b7599beed,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,PV-2022,Maíz,112221.25,188531.7,134033.16,101326.67,74550.17,236003.44,51736.81,846292.72,60110.77
289c0f9d-efd7-4257-97f5-1585881291ac,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,OI-2023,Frijol,135870.33,228262.16,86672.86,67602.65,43969.73,92751.97,105692.45,410622.39,-214329.44
0b1f5f09-dc60-477a-8b15-9e9a1c43d6fa,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,PV-2023,Algodón,79564.13,133667.74,123399.71,75763.64,50248.2,138096.24,121641.1,2651070.28,2008253.66
440ed408-af8a-4b00-8f5b-891f1be1863f,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,OI-2024,Chile,106871.18,179543.58,171333.78,66555.88,51525.72,150542.48,134817.83,5980703.27,5226384.0
84600e1d-23de-4053-86fe-8b11bd4a78a4,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,PV-2024,Chile,130753.5,219665.88,100430.0,131162.45,67519.03,123292.08,172185.14,7301609.43,6487354.86
82959ea8-af30-42b3-872c-17a91042b0ec,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,OI-2025,Chile,101248.76,170097.92,105751.8,82224.06,86928.76,133651.15,49918.37,7426871.6,6798299.53
4f86ccfe-469e-4da6-a5c8-19c0bae45dd1,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,PV-2025,Maíz,136690.44,229639.94,130752.74,92642.4,70868.08,177056.12,98454.22,869726.89,70313.4
6fd76aaf-33cb-41ce-a4fb-1f1c3842e28b,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,OI-2021,Maíz,192906.1,324082.24,223895.23,68253.0,65608.59,158674.5,229645.97,1088147.46,17987.93
37b00344-14ff-4c2f-8188-7df7e5fae326,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,PV-2021,Uva,202223.04,339734.71,181632.58,130950.11,122432.53,220560.93,133314.59,9032970.47,7904345.02
fa6ec297-9dcf-4e37-be16-5fad877adae5,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,OI-2022,Chile,186782.83,313795.15,205713.9,102127.88,50585.65,125922.44,80646.07,7418540.62,6539749.53
66bf1efe-5b80-4c8f-9161-0384eb07dc39,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,PV-2022,Frijol,132712.02,222956.19,85693.94,112563.01,80234.5,166187.7,159131.58,506431.12,-320335.8
f517772d-105d-487e-8cbc-cbdfb48cb73f,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,OI-2023,Chile,114243.59,191929.23,121686.84,141182.85,93258.94,140752.99,214513.51,6931077.92,6027753.57
1b1ea9b6-7fe4-4c21-bfb9-3b6b719ad796,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,PV-2023,Chile,87823.65,147543.74,155121.18,127281.85,123985.71,117444.02,125933.58,9309558.8,8512248.73
2dfb7ae5-ead8-42f0-ae10-ca525c7dde37,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,OI-2024,Uva,134579.68,226093.86,79190.39,149292.59,104815.7,247786.37,131142.27,10562107.38,9623786.21
94e06300-a380-498d-8fe5-2b3901dcec81,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,PV-2024,Algodón,119773.02,201218.68,224876.51,146730.57,60395.82,196970.85,223742.29,3463105.45,2409170.74
71307eed-c23a-4944-aeb1-a24054c8330f,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,OI-2025,Uva,87864.86,147612.96,187323.94,56247.8,83925.28,156216.98,130254.26,12285886.86,11524305.64
0e45cbfd-fbbb-4928-8c86-8587939c4139,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,PV-2025,Uva,140528.07,236087.16,142083.49,113999.65,71087.75,257777.68,247409.05,10796665.95,9728221.16
055346eb-2323-4eb5-9759-024e646c0132,1f2bd273-5a43-42ac-a19e-9aff9694a670,OI-2021,Chile,202742.85,340607.99,232772.27,69685.78,151227.91,217615.93,173264.5,8446181.61,7261007.22
d4e32999-db37-4019-bbc4-3afd11e883d0,1f2bd273-5a43-42ac-a19e-9aff9694a670,PV-2021,Chile,203864.37,342492.14,117378.19,125965.98,54842.86,92075.19,157187.77,13203951.86,12314009.74
ae861ffe-cd8e-495f-bf51-64d46fee7aa4,1f2bd273-5a43-42ac-a19e-9aff9694a670,OI-2022,Chile,153290.74,257528.45,144087.7,105671.16,140886.19,260411.22,148723.79,5553603.54,4496295.02
29be6db2-0a68-4857-9cfd-1508d24a8fb5,1f2bd273-5a43-42ac-a19e-9aff9694a670,PV-2022,Chile,85666.13,143919.09,182294.05,108202.61,68428.18,260281.69,165085.33,8041857.88,7113646.93
5b264b2b-60de-4c50-9cf4-716857135312,1f2bd273-5a43-42ac-a19e-9aff9694a670,OI-2023,Frijol,152961.52,256975.35,234922.43,173489.93,64112.65,308348.41,233480.46,817893.11,-453436.14
6f51ef91-d3f8-4f23-b76d-309b7276c772,1f2bd273-5a43-42ac-a19e-9aff9694a670,PV-2023,Algodón,122066.17,205071.17,147619.37,53085.35,117838.14,257047.25,142624.08,3660405.42,2737120.07
e89347e1-1f59-4114-908d-6e7e6a2771b7,1f2bd273-5a43-42ac-a19e-9aff9694a670,OI-2024,Chile,196902.05,330795.44,191711.28,157085.99,68346.0,106976.45,74531.96,7792194.03,6862746.92
3a458e51-061a-4f7c-b781-9b98795908f9,1f2bd273-5a43-42ac-a19e-9aff9694a670,PV-2024,Chile,91085.45,153023.56,189235.97,114490.16,69019.37,92499.94,160978.33,11294221.02,10514973.69
218c4d35-3321-47f6-806b-e47d56078232,1f2bd273-5a43-42ac-a19e-9aff9694a670,OI-2025,Uva,176138.92,295913.39,236398.58,124952.82,108800.17,99664.32,112429.8,8141893.9,7163734.82
86dd1507-0bb8-4564-89b4-b2373a57e4cd,1f2bd273-5a43-42ac-a19e-9aff9694a670,PV-2025,Uva,159505.79,267969.72,144764.92,62813.76,98075.39,223311.94,182640.75,11603946.1,10624369.61
657f2605-6499-4683-88da-7ec37c90eaec,4e42a020-bc4f-4556-8333-2ab86a744440,OI-2021,Uva,233713.17,392638.13,254664.42,151966.07,81786.37,103211.49,135612.95,13990599.7,12870720.27
75ba95b7-cf1c-40fa-8695-262ec535b263,4e42a020-bc4f-4556-8333-2ab86a744440,PV-2021,Uva,181270.36,304534.2,204055.21,127630.16,87482.26,245057.1,104790.22,15197972.83,14124423.69
05c88c59-319a-44c3-9f3c-de51eb1ade8c,4e42a020-bc4f-4556-8333-2ab86a744440,OI-2022,Uva,212926.66,357716.78,147798.16,135085.96,98030.16,110074.2,259375.01,11377329.38,10269249.12
22dd6b34-dceb-4e87-a639-8bdc919ec5f9,4e42a020-bc4f-4556-8333-2ab86a744440,PV-2022,Algodón,160123.69,269007.8,181258.03,176242.88,116917.69,114963.49,240332.56,5244674.3,4145951.84
eb510b63-19cf-406c-9cfb-dc45989c422a,4e42a020-bc4f-4556-8333-2ab86a744440,OI-2023,Frijol,174078.58,292452.01,265926.97,72339.67,77838.85,179047.59,155121.73,700032.69,-342694.13
3cb73f48-936f-4d5a-9140-38c07e4ec8b9,4e42a020-bc4f-4556-8333-2ab86a744440,PV-2023,Frijol,178746.2,300293.62,206493.76,151132.24,62853.78,307879.92,96975.47,796406.57,-329222.21
71977b2f-291f-4eeb-86b2-929f4d0d6f40,4e42a020-bc4f-4556-8333-2ab86a744440,OI-2024,Algodón,182895.0,307263.61,179133.23,124366.02,121946.66,99057.08,180516.28,4023351.67,3011068.8
84e5a737-69da-4cd7-88de-e0982f17095c,4e42a020-bc4f-4556-8333-2ab86a744440,PV-2024,Chile,168038.66,282304.95,149043.58,142626.49,79192.3,162719.95,92006.93,9927367.36,9019473.18
b49c4c75-401f-4948-9e67-11a91fe59997,4e42a020-bc4f-4556-8333-2ab86a744440,OI-2025,Chile,146572.86,246242.4,92495.66,101705.94,72799.26,122190.35,156546.2,9524776.06,8732796.26
927d8247-e74f-48f5-8f81-ac3fcc856a69,4e42a020-bc4f-4556-8333-2ab86a744440,PV-2025,Maíz,61774.17,103780.6,130461.99,129727.84,96986.11,296635.3,173281.67,1469620.44,538746.91
f2a3fa45-fde9-4d42-8963-cb5a3e62e7cd,a8a8783c-b306-4fd4-8517-58bfc4a640f7,OI-2021,Algodón,86783.18,145795.74,89707.53,80162.35,25591.53,92568.71,98052.19,2682075.08,2150197.05
1b07a120-7075-43c2-b5f3-6b4d7cfd487c,a8a8783c-b306-4fd4-8517-58bfc4a640f7,PV-2021,Algodón,75319.61,126536.95,95166.68,55153.67,15592.39,62252.32,65578.86,1049463.48,629182.61
27734481-2d69-40e4-a89f-a8e03735774d,a8a8783c-b306-4fd4-8517-58bfc4a640f7,OI-2022,Algodón,103704.98,174224.36,85823.03,52181.86,69606.49,108324.41,54883.17,2021559.6,1476516.29
91f42723-a77b-4488-8f74-20763135b2b8,a8a8783c-b306-4fd4-8517-58bfc4a640f7,PV-2022,Uva,57498.04,96596.71,109676.9,38324.54,41483.0,51929.2,115278.88,5509352.14,5056062.92
80846651-1909-4bdf-a5de-9f76f2686792,a8a8783c-b306-4fd4-8517-58bfc4a640f7,OI-2023,Frijol,53877.61,90514.38,64097.69,76017.45,52473.3,40520.83,53506.37,328406.25,-48723.77
9f7f5813-87e7-47c6-9417-d5f533525ed2,a8a8783c-b306-4fd4-8517-58bfc4a640f7,PV-2023,Chile,80478.95,135204.64,53495.65,73819.83,23535.16,126453.35,78925.36,5135368.22,4643934.23
d162c447-27f0-4c84-8c8d-9fe12d11e043,a8a8783c-b306-4fd4-8517-58bfc4a640f7,OI-2024,Uva,69590.75,116912.47,69184.9,63320.91,34430.0,110889.18,29942.62,5152684.92,4728004.86
62bab7a8-0003-4f05-bab8-b37836954d17,a8a8783c-b306-4fd4-8517-58bfc4a640f7,PV-2024,Maíz,59368.67,99739.37,103636.02,55471.32,23805.55,136973.17,100488.14,659930.03,139816.47
fc643ed3-3ae1-46e6-b6d8-20235090d201,a8a8783c-b306-4fd4-8517-58bfc4a640f7,OI-2025,Uva,64725.21,108738.35,117925.91,74860.57,56720.55,50340.06,112089.84,6026765.29,5506090.0
6a71596c-3477-4fcc-8a47-6e517f14d911,a8a8783c-b306-4fd4-8517-58bfc4a640f7,PV-2025,Uva,45285.72,76080.01,85076.74,67086.79,19040.01,72625.36,48691.26,5463938.03,5095337.87
984ad054-f5c7-4130-968d-a496c12bfc41,750f954d-d856-4446-9721-7f59f90552b5,OI-2021,Uva,81681.51,137224.93,104436.53,55942.58,45523.78,54337.3,104970.18,4693585.96,4191150.65
efa13a46-f150-4e17-ae61-89e480a133e4,750f954d-d856-4446-9721-7f59f90552b5,PV-2021,Chile,79717.45,133925.32,50853.92,49147.67,27749.53,39677.6,40004.96,3962268.46,3620909.46
b879dd6d-5fe9-438e-8c87-35685d593841,750f954d-d856-4446-9721-7f59f90552b5,OI-2022,Uva,82183.64,138068.51,80125.75,49756.37,44601.75,112745.74,64928.92,5424732.05,4934505.01
e949114f-279e-410e-b20a-7657487826ae,750f954d-d856-4446-9721-7f59f90552b5,PV-2022,Uva,72401.46,121634.45,107859.04,49088.59,33634.81,64787.33,105375.8,4229022.53,3746642.51
2a33a213-4327-4846-bd5d-0496c67b8978,750f954d-d856-4446-9721-7f59f90552b5,OI-2023,Frijol,76237.35,128078.75,75639.07,57231.32,21927.54,82381.64,43126.17,300162.79,-108221.7
87af2533-de38-465a-9d4e-bea4864765f1,750f954d-d856-4446-9721-7f59f90552b5,PV-2023,Frijol,65640.98,110276.85,29577.61,61040.31,54366.93,111965.63,65780.88,311894.73,-121113.48
ae9ab279-829a-4dee-a232-bc01f7f84749,750f954d-d856-4446-9721-7f59f90552b5,OI-2024,Chile,50609.64,85024.2,102856.04,51750.95,44545.22,85185.36,33343.95,3489802.81,3087097.09
83ac6b1c-c6b0-43a8-b23f-c602ea8758c5,750f954d-d856-4446-9721-7f59f90552b5,PV-2024,Uva,55552.88,93328.84,113667.92,50130.59,43165.13,95058.04,70473.07,4555229.7,4089406.11
c0808a98-80f3-4075-912f-b2a682221db0,750f954d-d856-4446-9721-7f59f90552b5,OI-2025,Chile,81970.41,137710.29,81921.83,81202.52,29595.93,70838.46,71835.55,3479770.95,3006666.39
8f25d71c-b32f-4f9d-acff-6beb9df7db2b,750f954d-d856-4446-9721-7f59f90552b5,PV-2025,Algodón,67562.07,113504.28,106822.31,70779.96,32647.07,98707.92,83495.99,2057551.02,1551593.48
63eaf7a2-dbbc-4261-93ed-b187f62be8dc,e5bb7419-8012-4253-a0e2-dc71064a5b07,OI-2021,Maíz,218297.03,366739.01,82992.14,127052.07,41520.74,280928.89,214807.4,1252863.76,138823.49
3d318dcd-8b9a-466a-a77c-3f6ee277445a,e5bb7419-8012-4253-a0e2-dc71064a5b07,PV-2021,Maíz,180377.56,303034.3,187296.33,130048.18,122969.76,173033.25,135481.63,1107591.48,55728.02
c36f0581-0aa1-4a90-ab7f-a55539f3fe93,e5bb7419-8012-4253-a0e2-dc71064a5b07,OI-2022,Algodón,227770.52,382654.48,175455.92,138328.2,91871.24,266848.3,191309.8,5078608.9,3832140.97
3295fc81-de28-45ae-8991-39d722dcd20e,e5bb7419-8012-4253-a0e2-dc71064a5b07,PV-2022,Algodón,217570.14,365517.84,132292.44,66935.9,84577.94,167446.04,77542.62,5271391.12,4377078.36
9a0ec4d3-8981-465c-b322-0e275b1eed76,e5bb7419-8012-4253-a0e2-dc71064a5b07,OI-2023,Chile,193386.44,324889.22,181767.74,100447.08,106312.78,243696.43,196271.15,9776640.27,8623255.87
c4890272-2fc8-4af1-9034-94a2bcb9a9aa,e5bb7419-8012-4253-a0e2-dc71064a5b07,PV-2023,Frijol,232043.56,389833.19,234755.0,58550.12,106102.76,149120.23,292980.4,726981.72,-504359.98
c841dbf6-9436-4eda-8d86-fe88471e45ae,e5bb7419-8012-4253-a0e2-dc71064a5b07,OI-2024,Algodón,275905.48,463521.21,179512.51,129405.56,118507.12,119406.68,177316.41,5167370.86,3979701.37
f2fa90d6-717f-4a3f-8afa-cff3dd64bac3,e5bb7419-8012-4253-a0e2-dc71064a5b07,PV-2024,Uva,182085.34,305903.37,231500.58,155556.1,60762.78,230830.76,220306.96,14498644.92,13293784.38
4d5cd4d1-b5e4-4246-b7ba-9dece4c2ae59,e5bb7419-8012-4253-a0e2-dc71064a5b07,OI-2025,Uva,151252.2,254103.7,182450.72,151555.47,66862.44,303391.22,176778.42,10932456.01,9797314.05
4fd3d357-756b-48d7-9e60-1f61d867004c,e5bb7419-8012-4253-a0e2-dc71064a5b07,PV-2025,Frijol,172223.0,289334.65,277331.9,81939.56,104414.57,207342.36,170324.01,775217.42,-355469.63
d8c3ad7d-9c1b-4963-af0c-7983a5b173e8,e229ce86-c427-4d46-a0fd-65fb842afb70,OI-2021,Frijol,117363.21,197170.2,52877.0,72727.15,36104.58,163527.99,91863.41,415142.54,-199127.79
02f36270-af66-4358-ab03-189057f0cc6a,e229ce86-c427-4d46-a0fd-65fb842afb70,PV-2021,Uva,116065.45,194989.95,128691.72,84645.73,81102.48,148677.13,120849.49,6795200.9,6036244.4
4870d0b6-3ec9-475a-9f71-924822cea159,e229ce86-c427-4d46-a0fd-65fb842afb70,OI-2022,Algodón,83091.97,139594.52,122951.06,63193.19,44641.34,112328.21,88756.66,1614647.27,1043182.3
00dd2feb-5045-4333-a131-9aefc8646f7b,e229ce86-c427-4d46-a0fd-65fb842afb70,PV-2022,Uva,106159.22,178347.49,132726.11,55708.61,33275.79,86149.16,136951.08,6105487.45,5482329.2
b836577b-4847-4f2d-8a98-31b7a7d4ad4c,e229ce86-c427-4d46-a0fd-65fb842afb70,OI-2023,Uva,93511.34,157099.06,86667.65,42014.7,64392.52,98117.08,113511.07,7366914.15,6805112.07
6519198b-11aa-4451-a254-e13ac9a1e634,e229ce86-c427-4d46-a0fd-65fb842afb70,PV-2023,Frijol,64576.88,108489.16,71444.69,96144.57,45214.87,155164.68,123986.84,424108.71,-176336.11
fbed3ab9-5b9a-4667-a901-49dc4136fb6c,e229ce86-c427-4d46-a0fd-65fb842afb70,OI-2024,Frijol,67327.16,113109.63,137210.8,49765.78,42172.37,159323.3,49970.18,377594.74,-173957.31
44695477-40a9-4fa0-b606-0020a39ef668,e229ce86-c427-4d46-a0fd-65fb842afb70,PV-2024,Algodón,71581.25,120256.5,141461.89,91477.81,35018.1,87780.17,85458.43,2397601.83,1836148.93
61e003cf-8706-4cf9-8ae9-de3b319735e6,e229ce86-c427-4d46-a0fd-65fb842afb70,OI-2025,Algodón,63839.78,107250.84,153663.39,39983.53,41842.0,139566.53,67555.44,1982388.64,1432526.91
e1fb7b6e-4b26-45f9-9e98-bdb825d4cce4,e229ce86-c427-4d46-a0fd-65fb842afb70,PV-2025,Uva,100248.14,168416.87,147702.79,46364.11,47136.03,116489.97,59179.19,5094141.22,4508852.26
544173e9-7c7e-4d89-a9b9-1a19411fc6ae,d1ca4c3e-0dec-4340-8a49-106263495f11,OI-2021,Uva,48419.52,81344.79,64883.42,38289.61,22748.66,37523.47,40707.49,3095298.45,2809801.01
1d3d6956-eca1-42a0-8a9d-ec1ae2ce5466,d1ca4c3e-0dec-4340-8a49-106263495f11,PV-2021,Chile,49169.25,82604.34,38287.07,25356.21,14292.3,80170.29,56305.62,1852323.16,1555307.33
49c2eaa6-3737-4596-811a-7ce253eb6988,d1ca4c3e-0dec-4340-8a49-106263495f11,OI-2022,Maíz,56973.26,95715.08,36349.04,21700.06,15593.28,46668.92,34342.64,292219.03,41850.02
5e23434e-4384-46de-b474-4e0f929ffad4,d1ca4c3e-0dec-4340-8a49-106263495f11,PV-2022,Algodón,37767.09,63448.71,53918.37,30729.04,25624.88,75859.3,51593.78,537402.39,236228.3
76d95dc3-a3cf-49fa-9d58-9e67d742c75c,d1ca4c3e-0dec-4340-8a49-106263495f11,OI-2023,Maíz,19215.5,32282.03,57401.13,47538.1,31378.81,52708.32,32959.84,313953.15,59684.93
7a55ffd3-6d90-4b3a-9a5b-02332c4997e6,d1ca4c3e-0dec-4340-8a49-106263495f11,PV-2023,Algodón,37055.42,62253.1,61021.02,36322.98,32332.7,58284.47,19792.94,1526402.01,1256394.81
5ada8fb5-dfad-421e-99b2-e3cd2e412b30,d1ca4c3e-0dec-4340-8a49-106263495f11,OI-2024,Uva,17420.19,29265.91,58239.47,28222.5,21676.09,40523.46,53974.38,3324702.35,3092800.53
50bb362a-d814-4f77-aeb1-f8fce77bd00a,d1ca4c3e-0dec-4340-8a49-106263495f11,PV-2024,Algodón,45427.38,76317.99,63059.99,22200.06,8440.76,48038.52,28784.4,1266704.77,1019863.03
0dd1d242-084d-45af-8d4c-019e85525c89,d1ca4c3e-0dec-4340-8a49-106263495f11,OI-2025,Chile,34469.19,57908.23,55279.33,26213.39,19945.45,55491.72,26259.31,2617755.46,2376658.04
952bd3c6-aa58-4e4f-bb9e-4c11d1e7a214,d1ca4c3e-0dec-4340-8a49-106263495f11,PV-2025,Maíz,27140.09,45595.36,58675.85,39672.05,27392.71,61426.44,59579.94,331035.27,38692.91
3d408699-eed8-4586-8ef4-38f522c04b12,01893613-0603-4c4d-a261-c08ecaf607d9,OI-2021,Frijol,48345.0,81219.6,45568.8,25616.74,9073.68,64341.26,26844.48,188056.38,-64608.18
6f398349-aed4-4a5d-85da-85d46294b1a0,01893613-0603-4c4d-a261-c08ecaf607d9,PV-2021,Chile,30358.87,51002.91,80539.82,42941.92,21869.85,41389.99,57303.93,2549665.68,2254617.28
524fcc95-e7e0-4e95-b181-e2a7ed8097ce,01893613-0603-4c4d-a261-c08ecaf607d9,OI-2022,Chile,55160.66,92669.9,29568.4,17847.84,33952.01,42747.76,25528.12,3012772.52,2770458.49
e4aa85f1-3e2a-465c-90b4-b4689f280616,01893613-0603-4c4d-a261-c08ecaf607d9,PV-2022,Maíz,53155.31,89300.92,53994.49,25437.67,14840.37,37738.21,46972.71,312952.22,44667.85
f099dbda-8b48-437b-833b-2d3a675b34f7,01893613-0603-4c4d-a261-c08ecaf607d9,OI-2023,Uva,50160.56,84269.75,35144.76,30602.89,27446.05,37367.93,39400.15,3263367.42,3009135.89
ca782cb6-eb07-4c37-b23b-b1c4d210e76b,01893613-0603-4c4d-a261-c08ecaf607d9,PV-2023,Frijol,36201.19,60818.01,77284.88,51329.62,24909.87,74466.0,53307.9,219789.98,-122326.3
88641750-9f46-4021-a617-2ab1faa303ac,01893613-0603-4c4d-a261-c08ecaf607d9,OI-2024,Algodón,34234.46,57513.88,68646.49,55280.25,23596.4,64429.81,57706.73,1194289.68,867116.11
fe3d810d-8910-414e-88ce-3a7fdd7d46d9,01893613-0603-4c4d-a261-c08ecaf607d9,PV-2024,Maíz,36789.79,61806.85,30595.51,31458.44,30109.33,71421.43,39532.64,325001.71,60077.5
e1c424a5-238e-4069-815a-dd461eac3db2,01893613-0603-4c4d-a261-c08ecaf607d9,OI-2025,Chile,56764.99,95365.17,41330.84,41005.05,26373.39,35972.77,68362.49,1815116.54,1506706.83
bef0a933-a6aa-42b9-ae0c-c4358d3e44af,01893613-0603-4c4d-a261-c08ecaf607d9,PV-2025,Algodón,37779.33,63469.28,58567.48,39595.16,40777.69,50836.93,39391.4,1440243.41,1147605.48
fa36a09e-2b8b-45d6-b229-3494d8091091,00667a0d-43a1-4fbc-96ce-51bea399d27f,OI-2021,Chile,31103.25,52253.46,42717.75,38608.2,20040.63,87392.85,78176.38,3151336.27,2832147.0
752e246a-79c2-4ace-9331-1e19fa3914f6,00667a0d-43a1-4fbc-96ce-51bea399d27f,PV-2021,Frijol,28676.49,48176.5,51766.49,53393.25,26346.14,116806.04,40494.94,245562.47,-91420.9
c6c07051-febb-47fe-9da0-7281dd3bc016,00667a0d-43a1-4fbc-96ce-51bea399d27f,OI-2022,Maíz,84293.89,141613.73,53267.29,52412.28,23192.62,72322.23,53781.62,368347.15,-28242.62
4fe4ca2f-9595-4223-8cb7-6ad3031d4961,00667a0d-43a1-4fbc-96ce-51bea399d27f,PV-2022,Chile,65030.79,109251.73,77638.73,41561.17,18474.24,29703.97,49796.94,3439068.84,3112642.07
6a7e3bd3-94ab-4c7b-baf5-fc15582b062e,00667a0d-43a1-4fbc-96ce-51bea399d27f,OI-2023,Chile,33550.64,56365.07,39939.07,29151.54,24034.55,48893.92,25478.6,2939039.68,2715176.93
89488b54-6781-4210-826a-09bc430beea1,00667a0d-43a1-4fbc-96ce-51bea399d27f,PV-2023,Frijol,44050.86,74005.45,69139.14,40532.56,29312.99,54352.61,65098.94,227277.96,-105163.73
a72f3855-7512-449b-8290-c3fa38e2fb42,00667a0d-43a1-4fbc-96ce-51bea399d27f,OI-2024,Maíz,59277.19,99585.68,53182.28,44893.46,23296.41,59276.19,55020.63,320696.01,-14558.65
738538f4-ecc7-49c5-b957-9f68b163acdb,00667a0d-43a1-4fbc-96ce-51bea399d27f,PV-2024,Frijol,24116.5,40515.72,74052.14,34003.28,36086.02,51259.23,52750.52,203627.64,-85039.27
17928345-1e54-4842-b211-86dcc9cd7402,00667a0d-43a1-4fbc-96ce-51bea399d27f,OI-2025,Frijol,69671.46,117048.06,58800.97,37393.48,33511.82,79294.93,21228.14,274147.45,-73129.95
83731407-8c67-448e-bcbf-9b0dc3140fc2,00667a0d-43a1-4fbc-96ce-51bea399d27f,PV-2025,Uva,41826.29,70268.17,64847.16,40136.69,22719.5,99367.07,20293.78,3932920.29,3615287.93
10f6dfbf-f704-40a2-a178-170da3152543,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,OI-2021,Uva,101059.83,169780.52,145898.69,94500.98,98585.03,121688.61,183247.42,9815384.12,9001682.88
caba5b2e-edcc-4f03-942c-ba398862605d,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,PV-2021,Frijol,135505.47,227649.18,163807.72,92396.31,48707.45,264019.11,148556.13,653519.61,-291616.28
85bdfa5a-f427-4b68-9123-d9c9c489f32d,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,OI-2022,Maíz,93307.6,156756.76,100935.82,84409.42,40405.09,251911.21,146739.84,944037.48,162879.34
ec52bd00-9003-464a-887b-bc542250a51f,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,PV-2022,Algodón,185617.88,311838.05,159078.02,73927.46,77383.25,272220.15,129485.68,3763249.5,2739316.9
5acb0807-3aae-4105-89b6-24cf6fdd59fb,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,OI-2023,Chile,150820.7,253378.78,185368.41,103961.93,64645.97,256396.03,144743.02,5568399.49,4559905.34
f9a003a9-aa18-499f-bec0-d1bf3da5afbc,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,PV-2023,Maíz,114013.9,191543.34,205220.11,72420.7,125790.19,295403.71,79130.09,1033726.17,64218.03
e3aa0fc6-daba-4da8-9eef-32ce7ee878c0,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,OI-2024,Frijol,104608.19,175741.76,159098.43,88770.58,63806.59,185113.86,91323.25,636668.09,-127186.4
bb1a3725-47c6-43f8-a55f-6523a612583e,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,PV-2024,Chile,169741.99,285166.54,133382.01,112424.94,84595.11,201211.42,100780.26,7935398.32,7017838.04
61688070-46a6-46f1-9deb-99c446f706ef,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,OI-2025,Frijol,189068.49,317635.07,218174.85,65114.93,69453.49,266293.96,125656.39,519745.01,-542583.68
37daab40-e8e9-4252-95d1-a6130813359d,33e5a1f2-f1c2-403a-88d8-86eafc4744d2,PV-2025,Maíz,136314.87,229008.99,172778.1,122619.15,99630.2,151382.84,91746.52,1151560.94,284395.14
13b09c51-ec97-4fdb-8dd8-d21d20b8c023,6ea8c4b4-70a6-4398-a89f-1a7e3ffab48d,OI-2021,Frijol,141257.54,237312.67,152905.3,65632.26,27528.47,143229.03,137220.66,524797.64,-239030.76
04187d13-8e7c-4abe-bc1d-44c902a18c3d,6ea8c4b4-70a6-4398-a89f-1a7e3ffab48d,PV-2021,Chile,92115.11,154753.39,129185.35,72889.16,53878.3,163020.43,66711.98,4172076.43,3531637.81
ea6153e5-abc7-47f5-8b9d-dbb590da91f0,6ea8c4b4-70a6-4398-a89f-1a7e3ffab48d,OI-2022,Frijol,170108.23,285781.83,100460.31,70157.52,24312.69,103017.64,89876.94,435370.26,-238236.68
aedb63f8-5ea0-4df2-af2b-5bd1c09d136c,6ea8c4b4-70a6-4398-a89f-1a7e3ffab48d,PV-2022,Algodón,60268.25,101250.66,123018.04,96814.95,92398.89,150766.18,117563.74,2565386.39,1883573.94
9713056e-d6c1-4486-9753-d609e3ac0f72,6ea8c4b4-70a6-4398-a89f-1a7e3ffab48d,OI-2023,Frijol,81477.47,136882.15,154806.95,122600.12,35752.17,122943.76,86979.27,505662.29,-154302.13
5e9cc629-899f-4bed-ba50-bed140320500,6ea8c4b4-70a6-4398-a89f-1a7e3ffab48d,PV-2023,Frijol,140017.65,235229.65,72468.97,116734.29,83326.28,208563.06,113110.26,519180.24,-310252.27
