id_parcela,id_usuario,id_cultivo_actual,nombre_parcela,geom,area_ha,tipo_suelo,conductividad_electrica,profundidad_raiz_cm,capacidad_campo,punto_marchitez,sistema_riego,activo,created_at
dc122a8d-5138-4221-80ec-bb67ad9e3e42,c715a03e-8a15-48da-a4a6-54a73357d2fe,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-059,"{""type"": ""Polygon"", ""coordinates"": [[[-109.973463, 27.417766], [-109.97111, 27.417766], [-109.97111, 27.4209], [-109.973463, 27.4209], [-109.973463, 27.417766]]]}",8.0687,franco,1.26,67,0.3801,0.1139,goteo,True,2025-01-16T17:16:03+00:00
80d1f05a-57f2-4f59-9063-a3b48172ddb7,3df7dd0d-8656-4a87-9657-e5b6465bf9fd,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-060,"{""type"": ""Polygon"", ""coordinates"": [[[-109.94624, 27.306786], [-109.943301, 27.306786], [-109.943301, 27.310702], [-109.94624, 27.310702], [-109.94624, 27.306786]]]}",12.5924,franco-limoso,1.01,45,0.2452,0.116,gravedad,True,2025-07-14T19:41:03+00:00
81ce05c0-a141-4331-89e6-fa83efbf9bf8,4825ddd9-00a0-4e92-8e03-a51ab3f4bf90,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-061,"{""type"": ""Polygon"", ""coordinates"": [[[-109.842306, 27.453966], [-109.839902, 27.453966], [-109.839902, 27.457169], [-109.842306, 27.457169], [-109.842306, 27.453966]]]}",8.4248,arcilloso,4.35,62,0.3433,0.2149,gravedad,True,2025-08-03T10:39:03+00:00
85f2d080-8d9e-4f3c-984f-4684eeeca5f8,d04b7eb5-cb55-46ff-94f2-cf982296b5b2,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-062,"{""type"": ""Polygon"", ""coordinates"": [[[-109.939533, 27.332233], [-109.936432, 27.332233], [-109.936432, 27.336364], [-109.939533, 27.336364], [-109.939533, 27.332233]]]}",14.018,franco-arcilloso,2.42,108,0.2433,0.1188,gravedad,True,2025-09-21T18:42:03+00:00
241931f8-14fd-43b6-a903-b1ef92c1f158,4825ddd9-00a0-4e92-8e03-a51ab3f4bf90,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-063,"{""type"": ""Polygon"", ""coordinates"": [[[-109.872664, 27.416818], [-109.869773, 27.416818], [-109.869773, 27.420669], [-109.872664, 27.420669], [-109.872664, 27.416818]]]}",12.1765,arenoso,2.77,82,0.3051,0.1277,gravedad,True,2025-02-19T18:03:03+00:00
24efb028-0f2a-46ea-b50f-4a1f908475d4,eef355b8-2cc5-4979-8c38-150728a4e340,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-064,"{""type"": ""Polygon"", ""coordinates"": [[[-109.935023, 27.417987], [-109.930124, 27.417987], [-109.930124, 27.424513], [-109.935023, 27.424513], [-109.935023, 27.417987]]]}",34.9868,franco-arcilloso,3.68,104,0.2139,0.1009,gravedad,True,2025-01-11T13:30:03+00:00
3592f728-76b2-471d-8c46-86b264b33dfe,c715a03e-8a15-48da-a4a6-54a73357d2fe,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-065,"{""type"": ""Polygon"", ""coordinates"": [[[-109.926233, 27.30287], [-109.923584, 27.30287], [-109.923584, 27.306399], [-109.926233, 27.306399], [-109.926233, 27.30287]]]}",10.2267,franco-arcilloso,2.73,105,0.2068,0.1299,gravedad,True,2026-04-02T22:22:03+00:00
6e1d231a-7c6d-466d-b23f-8de651b9faf6,641616f1-6d0a-4fa6-9a0a-29c1bb2d84a6,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-066,"{""type"": ""Polygon"", ""coordinates"": [[[-110.015748, 27.415075], [-110.01371, 27.415075], [-110.01371, 27.41779], [-110.015748, 27.41779], [-110.015748, 27.415075]]]}",6.0567,franco,1.02,146,0.369,0.1277,aspersion,True,2025-05-21T19:12:03+00:00
d88385c8-4b9e-45eb-9816-10d6e78cee59,66dc7715-a8ed-48c7-908b-83f76b01312e,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-067,"{""type"": ""Polygon"", ""coordinates"": [[[-109.874361, 27.429915], [-109.871314, 27.429915], [-109.871314, 27.433973], [-109.874361, 27.433973], [-109.874361, 27.429915]]]}",13.5268,franco-limoso,1.52,75,0.1975,0.1372,aspersion,True,2025-07-22T02:17:03+00:00
17040aa5-c01d-410a-b707-888eabdbfda6,774d6b2a-61bc-4796-81e5-b039bdfbd52c,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-068,"{""type"": ""Polygon"", ""coordinates"": [[[-109.976203, 27.407747], [-109.973115, 27.407747], [-109.973115, 27.41186], [-109.976203, 27.41186], [-109.976203, 27.407747]]]}",13.8998,franco-arcilloso,2.42,135,0.3639,0.0912,gravedad,True,2025-03-28T14:37:03+00:00
6455e61d-8caf-4f10-939c-43bfc496bba0,3df7dd0d-8656-4a87-9657-e5b6465bf9fd,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-069,"{""type"": ""Polygon"", ""coordinates"": [[[-109.983805, 27.340214], [-109.979287, 27.340214], [-109.979287, 27.346232], [-109.983805, 27.346232], [-109.983805, 27.340214]]]}",29.7524,franco-limoso,2.12,76,0.2623,0.1724,aspersion,True,2026-01-16T04:15:03+00:00
110e99d5-e49b-4fdc-9245-75e5e3cdda0a,4825ddd9-00a0-4e92-8e03-a51ab3f4bf90,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-070,"{""type"": ""Polygon"", ""coordinates"": [[[-109.991334, 27.306206], [-109.987541, 27.306206], [-109.987541, 27.311258], [-109.991334, 27.311258], [-109.991334, 27.306206]]]}",20.9639,arcilloso,1.7,137,0.2789,0.1751,gravedad,True,2025-02-18T10:23:03+00:00
0434faa6-0ac6-4466-bf7e-b1e0490a88c1,e73fae46-c970-49ed-87a3-9e2011e419e4,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-071,"{""type"": ""Polygon"", ""coordinates"": [[[-109.941845, 27.392484], [-109.938612, 27.392484], [-109.938612, 27.39679], [-109.941845, 27.39679], [-109.941845, 27.392484]]]}",15.2307,arenoso,1.92,106,0.1972,0.1394,aspersion,True,2025-10-08T04:24:03+00:00
f1f61c27-c2a8-4515-87a8-f83ec5642de8,2a1c9933-05eb-47d2-9471-3889598f0772,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-072,"{""type"": ""Polygon"", ""coordinates"": [[[-109.983595, 27.308498], [-109.978917, 27.308498], [-109.978917, 27.31473], [-109.983595, 27.31473], [-109.983595, 27.308498]]]}",31.8954,franco,1.75,84,0.2631,0.0792,gravedad,True,2025-05-19T20:38:03+00:00
84862e04-c039-458d-ac28-4337f2a4dbd5,66dc7715-a8ed-48c7-908b-83f76b01312e,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-073,"{""type"": ""Polygon"", ""coordinates"": [[[-109.872826, 27.374879], [-109.870897, 27.374879], [-109.870897, 27.377448], [-109.872826, 27.377448], [-109.872826, 27.374879]]]}",5.4236,franco,2.26,105,0.2519,0.0889,gravedad,True,2025-04-20T15:20:03+00:00
2bd9c0f3-366d-4de6-a41d-ba1dc3b5496e,c715a03e-8a15-48da-a4a6-54a73357d2fe,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-074,"{""type"": ""Polygon"", ""coordinates"": [[[-109.975325, 27.362971], [-109.973008, 27.362971], [-109.973008, 27.366058], [-109.975325, 27.366058], [-109.975325, 27.362971]]]}",7.8266,franco-arcilloso,5.19,173,0.2723,0.1964,aspersion,True,2025-09-25T00:33:03+00:00
28b7273a-4fa1-48db-9372-3de80f7a3002,dbb7ddd7-c750-4d47-90f6-6106783ab3db,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-075,"{""type"": ""Polygon"", ""coordinates"": [[[-109.973327, 27.344964], [-109.971222, 27.344964], [-109.971222, 27.347769], [-109.973327, 27.347769], [-109.973327, 27.344964]]]}",6.4618,arcilloso,1.76,178,0.3026,0.1784,gravedad,True,2025-07-31T16:49:03+00:00
2806f43a-b402-42bd-8b82-02cabf484236,86da88b3-dbc3-4bdf-89ec-0d84cbf360fe,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-076,"{""type"": ""Polygon"", ""coordinates"": [[[-110.022067, 27.287216], [-110.019548, 27.287216], [-110.019548, 27.290572], [-110.022067, 27.290572], [-110.022067, 27.287216]]]}",9.2488,arcilloso,2.29,93,0.1888,0.084,microaspersion,True,2026-01-14T08:44:03+00:00
a7af1a60-ec79-4e98-826b-a73dcc19a9eb,4825ddd9-00a0-4e92-8e03-a51ab3f4bf90,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-077,"{""type"": ""Polygon"", ""coordinates"": [[[-109.938182, 27.434885], [-109.934634, 27.434885], [-109.934634, 27.43961], [-109.938182, 27.43961], [-109.938182, 27.434885]]]}",18.3424,franco-arenoso,2.47,97,0.3158,0.1429,microaspersion,True,2025-08-24T16:19:03+00:00
a32a002d-da6e-42a1-94ea-8bdd8df754e1,dbb7ddd7-c750-4d47-90f6-6106783ab3db,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-078,"{""type"": ""Polygon"", ""coordinates"": [[[-109.987144, 27.380664], [-109.98448, 27.380664], [-109.98448, 27.384213], [-109.987144, 27.384213], [-109.987144, 27.380664]]]}",10.3445,franco-arcilloso,1.62,136,0.3239,0.1306,gravedad,True,2025-05-07T06:17:03+00:00
e26db415-b822-4431-a95e-0515c3451f73,774d6b2a-61bc-4796-81e5-b039bdfbd52c,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-079,"{""type"": ""Polygon"", ""coordinates"": [[[-109.990317, 27.351731], [-109.988273, 27.351731], [-109.988273, 27.354453], [-109.990317, 27.354453], [-109.990317, 27.351731]]]}",6.0888,arcilloso,2.52,54,0.3023,0.1479,aspersion,True,2026-02-25T23:03:03+00:00
e41f09df-92a9-4973-9fca-1571103ba530,dbb7ddd7-c750-4d47-90f6-6106783ab3db,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-080,"{""type"": ""Polygon"", ""coordinates"": [[[-109.958266, 27.284827], [-109.95508, 27.284827], [-109.95508, 27.289071], [-109.958266, 27.289071], [-109.958266, 27.284827]]]}",14.7959,franco,6.1,104,0.3422,0.1804,gravedad,True,2025-12-17T17:10:03+00:00
