vol_total_m3_ha,n_eventos,vol_media_evento,vol_cv,max_gap_dias,costo_total_mxn,sistema_riego_num,anomaly_score,clasificacion,id_parcela,ciclo_agricola,ciclo_corto,anomalia_predicha,ground_truth,tipo_anomalia_real
6307.39,25.0,252.2956,0.6324652,26.0,99619.81,3.0,-0.49828827114979024,Normal,4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2026,OI-2026,0,1,AGRICULTOR_INEFICIENTE
13411.05,10.0,1341.105,0.5153119,40.0,390396.62,0.0,-0.49790737461946777,Normal,72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2025,OI-2025,0,1,AGRICULTOR_INEFICIENTE
5877.23,21.0,279.8681,0.46539238,29.0,95703.9,3.0,-0.49734258349581295,Normal,5b42b176-533f-4532-b451-d849de55963a,PV-2022,PV-2022,0,0,
8211.15,20.0,410.5575,0.6986426,31.0,411890.62,1.0,-0.4965198641819029,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,OI-2022,OI-2022,0,0,
9109.75,21.0,433.7976,0.58076763,22.0,213930.45,2.0,-0.49642644595284346,Normal,ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2022,OI-2022,0,1,AGRICULTOR_INEFICIENTE
10662.99,19.0,561.21,0.59155416,28.0,362238.75,1.0,-0.49626764259355355,Normal,7fe1aeb7-a6db-4eef-9ec2-7b519d1ca0e8,OI-2023,OI-2023,0,0,
6410.52,24.0,267.105,0.67341876,25.0,97431.82,3.0,-0.4962467057961795,Normal,4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2026,PV-2026,0,1,AGRICULTOR_INEFICIENTE
4610.88,14.0,329.34857,0.9696438,23.0,231954.58,1.0,-0.4959299098579083,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,PV-2024,PV-2024,0,0,
13332.06,9.0,1481.34,0.5937288,32.0,285427.34,0.0,-0.49560942695668575,Normal,80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2022,OI-2022,0,1,AGRICULTOR_INEFICIENTE
7912.0,18.0,439.55554,0.55085903,28.0,107761.5,3.0,-0.49559117113662554,Normal,dc122a8d-5138-4221-80ec-bb67ad9e3e42,OI-2025,OI-2025,0,0,
7216.62,18.0,400.92334,0.5855023,22.0,184743.1,3.0,-0.49555630978134263,Normal,73ec67e9-2d0d-479d-9858-abe2341544c1,OI-2026,OI-2026,0,0,
11946.49,9.0,1327.3878,1.0232426,33.0,209094.72,0.0,-0.49527520157283367,Normal,4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2026,PV-2026,0,1,AGRICULTOR_INEFICIENTE
5762.3,23.0,250.53479,0.6389685,23.0,84557.74,3.0,-0.4951643576877104,Normal,20312ef3-0be2-4016-865f-3a96bc15510f,OI-2023,OI-2023,0,0,
8177.1,8.0,1022.1375,0.48067036,31.0,493434.06,0.0,-0.49471741007600933,Normal,24efb028-0f2a-46ea-b50f-4a1f908475d4,OI-2026,OI-2026,0,0,
4971.05,20.0,248.5525,0.6736504,36.0,130539.28,3.0,-0.49457368192669493,Normal,73ec67e9-2d0d-479d-9858-abe2341544c1,OI-2023,OI-2023,0,0,
10337.5,19.0,544.0789,0.73046947,33.0,239435.33,2.0,-0.49421641893638035,Normal,ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2022,PV-2022,0,1,AGRICULTOR_INEFICIENTE
3868.54,20.0,193.427,0.5442813,24.0,62165.13,2.0,-0.49400262415939356,Normal,4d0094a6-0933-44de-9e4b-2b7adaf0a536,PV-2024,PV-2024,0,0,
3911.09,14.0,279.3636,0.66107863,31.0,43264.78,2.0,-0.49368299562387924,Normal,36f15d6e-4d25-40f3-b122-fdf75c24a3e7,PV-2025,PV-2025,0,0,
4879.38,19.0,256.80948,0.46300873,18.0,51394.69,1.0,-0.4935459721425162,Normal,6e1d231a-7c6d-466d-b23f-8de651b9faf6,OI-2023,OI-2023,0,0,
4623.12,17.0,271.94824,0.6731901,17.0,45839.58,1.0,-0.4935393807485126,Normal,e26db415-b822-4431-a95e-0515c3451f73,OI-2023,OI-2023,0,0,
5940.47,7.0,848.63855,1.0056683,42.0,204419.47,0.0,-0.4932640078277189,Normal,110e99d5-e49b-4fdc-9245-75e5e3cdda0a,OI-2023,OI-2023,0,1,GAP_FALLA_EQUIPO
9964.63,8.0,1245.5787,0.41315022,49.0,314994.0,0.0,-0.4932047039375471,Normal,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,PV-2024,0,0,
6707.83,19.0,353.04367,0.8285597,27.0,104437.16,3.0,-0.4926053255127686,Normal,5b42b176-533f-4532-b451-d849de55963a,OI-2022,OI-2022,0,0,
8422.01,9.0,935.7789,1.0172215,50.0,454712.3,0.0,-0.49237433916072254,Normal,24efb028-0f2a-46ea-b50f-4a1f908475d4,PV-2023,PV-2023,0,0,
7898.63,17.0,464.6253,0.64972675,26.0,373572.94,2.0,-0.49223688631323287,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,PV-2023,PV-2023,0,0,
12385.77,19.0,651.8826,0.62465906,26.0,134966.48,1.0,-0.49216300623116976,Normal,414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2021,PV-2021,0,1,AGRICULTOR_INEFICIENTE
12451.42,9.0,1383.4911,0.8117775,33.0,381999.4,0.0,-0.49213245742544026,Normal,72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2022,OI-2022,0,1,AGRICULTOR_INEFICIENTE
6731.08,23.0,292.65564,0.6509749,26.0,99485.4,3.0,-0.49144040734954547,Normal,20312ef3-0be2-4016-865f-3a96bc15510f,OI-2022,OI-2022,0,0,
9755.43,8.0,1219.4287,0.3305242,38.0,287792.2,0.0,-0.4912154014488579,Normal,5374f8cc-a791-41ed-8bd8-7bf2489fe200,PV-2023,PV-2023,0,0,
7987.91,14.0,570.565,0.969353,52.0,215655.97,1.0,-0.4910060752380557,Normal,e09b8211-34e7-403b-bbec-9f09bd9ff890,PV-2021,PV-2021,0,0,
6219.6,14.0,444.25714,0.5735006,58.0,186253.19,2.0,-0.49086359387734724,Normal,a7af1a60-ec79-4e98-826b-a73dcc19a9eb,OI-2024,OI-2024,0,0,
5418.94,21.0,258.04477,0.68079865,31.0,262826.88,2.0,-0.4904111048380721,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,OI-2024,OI-2024,0,0,
9494.08,9.0,1054.8978,0.45166457,45.0,515882.16,0.0,-0.4890712295129362,Normal,f1f61c27-c2a8-4515-87a8-f83ec5642de8,PV-2021,PV-2021,0,0,
5923.43,20.0,296.1715,0.60253423,19.0,159700.52,3.0,-0.48901056666904963,Normal,73ec67e9-2d0d-479d-9858-abe2341544c1,OI-2024,OI-2024,0,0,
4783.93,14.0,341.7093,0.5248306,44.0,83653.05,2.0,-0.489009932656522,Normal,d2251f14-05cb-4a11-9a43-087ac9a45584,PV-2025,PV-2025,0,0,
4836.64,12.0,403.05334,0.73919684,19.0,51143.19,0.0,-0.4881445975590197,Normal,28b7273a-4fa1-48db-9372-3de80f7a3002,OI-2025,OI-2025,0,0,
11431.93,9.0,1270.2145,0.47147292,52.0,339694.78,0.0,-0.4873879304672353,Normal,72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2026,PV-2026,0,1,AGRICULTOR_INEFICIENTE
11160.14,15.0,744.00934,0.88937694,41.0,448141.7,0.0,-0.48709617101610925,Normal,8dd75c08-6935-4e65-9ad3-e3872fb57333,PV-2023,PV-2023,0,0,
10405.49,13.0,800.4223,0.7567793,37.0,568762.3,0.0,-0.48708427619356287,Normal,84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2023,OI-2023,0,1,AGRICULTOR_INEFICIENTE
4196.63,15.0,279.77533,0.438949,36.0,53139.83,1.0,-0.4867203474213663,Normal,2bd9c0f3-366d-4de6-a41d-ba1dc3b5496e,PV-2025,PV-2025,0,0,
6065.4,21.0,288.82858,0.4776531,17.0,59962.82,1.0,-0.4866648452306857,Normal,6e1d231a-7c6d-466d-b23f-8de651b9faf6,OI-2025,OI-2025,0,0,
5405.46,21.0,257.40286,0.72132957,30.0,263999.03,1.0,-0.48664799220091237,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,OI-2021,OI-2021,0,0,
6021.27,8.0,752.65875,0.4226981,66.0,127797.82,0.0,-0.4865852437774593,Normal,11975aea-1fcd-4e2d-ae3d-29a313100272,OI-2022,OI-2022,0,1,GAP_FALLA_EQUIPO
6124.89,16.0,382.80563,0.7171122,59.0,170905.94,2.0,-0.4860616862094852,Normal,41ed1b06-1867-4659-bea8-b866163d48b1,PV-2023,PV-2023,0,0,
5533.99,20.0,276.6995,0.79160464,28.0,73277.57,3.0,-0.48601805041661994,Normal,dc122a8d-5138-4221-80ec-bb67ad9e3e42,PV-2023,PV-2023,0,0,
6688.36,19.0,352.01895,0.52361614,24.0,93789.95,3.0,-0.48592521021570834,Normal,dc122a8d-5138-4221-80ec-bb67ad9e3e42,PV-2024,PV-2024,0,0,
4490.14,18.0,249.45222,0.4848211,18.0,123312.82,2.0,-0.48534301801308705,Normal,0dedce00-440c-4056-9c53-737cbeff6dd1,OI-2022,OI-2022,0,0,
5176.54,15.0,345.10266,0.4489219,54.0,116489.54,0.0,-0.4850526995891704,Normal,11975aea-1fcd-4e2d-ae3d-29a313100272,PV-2024,PV-2024,0,0,
5564.85,22.0,252.94772,0.64251405,26.0,78271.33,3.0,-0.48484720632264855,Normal,dc122a8d-5138-4221-80ec-bb67ad9e3e42,OI-2021,OI-2021,0,0,
8405.1,14.0,600.36426,0.99108857,28.0,250844.55,1.0,-0.4847338430455834,Normal,e2e90477-85a7-455c-b284-40068b21097f,OI-2023,OI-2023,0,0,
6302.4,22.0,286.47272,0.672659,22.0,95655.53,3.0,-0.48467061488856455,Normal,4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2024,PV-2024,0,1,AGRICULTOR_INEFICIENTE
10194.18,8.0,1274.2725,0.58106875,61.0,110441.33,0.0,-0.4846543138573133,Normal,39c46048-03d3-49a2-b1cf-5857f4a994ba,OI-2026,OI-2026,0,0,
5657.54,20.0,282.877,0.7895366,50.0,155770.81,2.0,-0.48444197739270217,Normal,41ed1b06-1867-4659-bea8-b866163d48b1,PV-2025,PV-2025,0,0,
9290.33,8.0,1161.2913,0.61212784,79.0,172140.1,0.0,-0.48377006023148783,Normal,719dd666-3ab9-43f9-b273-9404281dcdf3,OI-2022,OI-2022,0,0,
13967.9,15.0,931.19336,0.5457685,22.0,288775.88,0.0,-0.48360730488032083,Normal,80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2023,OI-2023,0,1,AGRICULTOR_INEFICIENTE
8302.16,17.0,488.36237,0.76302814,19.0,191975.11,2.0,-0.4835583259756999,Normal,ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2021,PV-2021,0,1,AGRICULTOR_INEFICIENTE
7257.81,18.0,403.21167,0.6467782,28.0,350170.38,2.0,-0.4835478126632841,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,OI-2025,OI-2025,0,0,
4744.77,10.0,474.477,0.815484,51.0,59438.62,0.0,-0.4830387639213605,Normal,df18e8a3-c48f-4d3f-8e79-a11a309e1f9c,OI-2026,OI-2026,0,1,GAP_FALLA_EQUIPO
6192.84,9.0,688.0933,0.39791006,67.0,200694.52,0.0,-0.48281419022203664,Normal,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2021,OI-2021,0,0,
13408.56,14.0,957.7543,0.86327755,31.0,397298.12,0.0,-0.48252985343292293,Normal,72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2021,PV-2021,0,1,AGRICULTOR_INEFICIENTE
6284.52,21.0,299.26285,0.46709773,17.0,84896.1,1.0,-0.48250236382706607,Normal,2bd9c0f3-366d-4de6-a41d-ba1dc3b5496e,PV-2023,PV-2023,0,0,
8164.53,8.0,1020.5662,0.38942197,71.0,120925.68,0.0,-0.48232415198880724,Normal,708876d7-8bb5-49d0-b979-c85cc6c5e2b1,OI-2023,OI-2023,0,0,
9606.16,8.0,1200.77,0.48662576,15.0,210832.6,0.0,-0.48228640304416304,Normal,2b6901dc-2863-4df0-90fe-3d18dacaed9e,OI-2023,OI-2023,0,0,
10023.11,15.0,668.20734,0.5545637,43.0,533953.3,0.0,-0.481822555646245,Normal,f1f61c27-c2a8-4515-87a8-f83ec5642de8,OI-2023,OI-2023,0,0,
9460.3,13.0,727.7154,0.5873276,48.0,562606.25,0.0,-0.481816592828986,Normal,24efb028-0f2a-46ea-b50f-4a1f908475d4,PV-2022,PV-2022,0,1,SOBRE_RIEGO
11096.66,15.0,739.77734,0.8487166,30.0,123227.37,1.0,-0.4809611738360751,Normal,414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2025,PV-2025,0,1,AGRICULTOR_INEFICIENTE
11674.18,9.0,1297.1311,0.7449343,59.0,180348.56,0.0,-0.480740060068957,Normal,4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2022,PV-2022,0,1,AGRICULTOR_INEFICIENTE
5777.63,17.0,339.8606,0.45533645,19.0,58255.21,2.0,-0.48057144364345133,Normal,36f15d6e-4d25-40f3-b122-fdf75c24a3e7,OI-2023,OI-2023,0,0,
8775.65,10.0,877.565,0.75824535,56.0,510053.22,0.0,-0.4802018085420393,Normal,24efb028-0f2a-46ea-b50f-4a1f908475d4,OI-2022,OI-2022,0,0,
13234.93,12.0,1102.9109,0.84622556,42.0,390366.88,0.0,-0.47996872000944885,Normal,72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2022,PV-2022,0,1,AGRICULTOR_INEFICIENTE
7697.4,8.0,962.175,0.6050337,64.0,427315.44,0.0,-0.4798207671558628,Normal,f1f61c27-c2a8-4515-87a8-f83ec5642de8,OI-2022,OI-2022,0,0,
9403.19,19.0,494.90472,0.54015714,28.0,225549.89,2.0,-0.47979952476830534,Normal,ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2024,OI-2024,0,1,AGRICULTOR_INEFICIENTE
8383.26,18.0,465.73666,0.4525967,50.0,89041.17,1.0,-0.47935468511400325,Normal,414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2022,PV-2022,0,1,AGRICULTOR_INEFICIENTE
4659.9,19.0,245.25789,0.6444387,32.0,221521.75,2.0,-0.47883772953101394,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,PV-2024,PV-2024,0,0,
12856.8,13.0,988.9846,0.55795556,21.0,391834.66,0.0,-0.4788076530511049,Normal,72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2024,OI-2024,0,1,AGRICULTOR_INEFICIENTE
7255.88,20.0,362.794,0.73544246,19.0,231072.62,2.0,-0.47855775066121026,Normal,a7af1a60-ec79-4e98-826b-a73dcc19a9eb,PV-2025,PV-2025,0,0,
6406.98,9.0,711.88666,0.42811894,42.0,390197.28,0.0,-0.47833092135422256,Normal,24efb028-0f2a-46ea-b50f-4a1f908475d4,OI-2021,OI-2021,0,0,
9725.44,9.0,1080.6045,0.5120967,78.0,157839.48,0.0,-0.4780794504902223,Normal,9cf09513-1f3f-4105-afa9-7c5b2e337f45,PV-2021,PV-2021,0,0,
9258.26,20.0,462.913,0.6254035,40.0,143216.55,2.0,-0.4780413003737417,Normal,4d0094a6-0933-44de-9e4b-2b7adaf0a536,OI-2021,OI-2021,0,0,
4467.03,19.0,235.10684,0.8520793,32.0,119228.52,2.0,-0.47786153725357494,Normal,41ed1b06-1867-4659-bea8-b866163d48b1,OI-2024,OI-2024,0,0,
7101.25,15.0,473.41666,0.56408376,27.0,326835.75,2.0,-0.4777973984560667,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,OI-2026,OI-2026,0,0,
7021.38,18.0,390.07666,0.5135313,14.0,244223.38,1.0,-0.47772968963092494,Normal,7fe1aeb7-a6db-4eef-9ec2-7b519d1ca0e8,OI-2025,OI-2025,0,0,
8458.44,19.0,445.18106,0.6346395,17.0,174499.64,2.0,-0.47725415445465036,Normal,bcb2fc36-de4b-4e1d-bee5-0eadbf5913f9,PV-2023,PV-2023,0,0,
5852.19,14.0,418.01358,1.0245352,32.0,58111.21,1.0,-0.47711346327378656,Normal,6e1d231a-7c6d-466d-b23f-8de651b9faf6,PV-2025,PV-2025,0,1,SOBRE_RIEGO
7220.08,8.0,902.51,0.8883641,68.0,182257.97,0.0,-0.4767162955490866,Normal,85f2d080-8d9e-4f3c-984f-4684eeeca5f8,PV-2024,PV-2024,0,1,GAP_FALLA_EQUIPO
6590.79,17.0,387.69354,0.6957894,26.0,324457.75,2.0,-0.47638474942017983,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,OI-2021,OI-2021,0,0,
8019.9,19.0,422.1,0.83296466,19.0,120434.83,2.0,-0.47607806659389373,Normal,2806f43a-b402-42bd-8b82-02cabf484236,PV-2021,PV-2021,0,0,
9411.29,8.0,1176.4113,0.34745252,40.0,104299.92,0.0,-0.47567409403501315,Normal,39c46048-03d3-49a2-b1cf-5857f4a994ba,PV-2026,PV-2026,0,0,
4473.89,20.0,223.6945,0.5583639,42.0,126355.33,1.0,-0.4756139600437923,Normal,e2e90477-85a7-455c-b284-40068b21097f,PV-2021,PV-2021,0,0,
6155.82,9.0,683.98,0.7324158,75.0,189581.31,0.0,-0.4750897085802847,Normal,0b620e00-7f77-445d-9956-430be1ed2748,PV-2024,PV-2024,0,1,GAP_FALLA_EQUIPO
8279.35,20.0,413.9675,0.61634237,45.0,270926.34,1.0,-0.47482410110231993,Normal,53f14776-275a-40b9-8de5-b27b5e0adc8d,OI-2021,OI-2021,0,0,
9314.47,10.0,931.447,0.75689054,50.0,531089.4,0.0,-0.4745346487336395,Normal,24efb028-0f2a-46ea-b50f-4a1f908475d4,PV-2025,PV-2025,0,0,
7478.41,20.0,373.9205,0.8944882,30.0,244368.34,1.0,-0.47419801890148655,Normal,53f14776-275a-40b9-8de5-b27b5e0adc8d,PV-2021,PV-2021,0,0,
5828.56,18.0,323.8089,0.82271725,50.0,76469.62,1.0,-0.4736974651664865,Normal,2bd9c0f3-366d-4de6-a41d-ba1dc3b5496e,PV-2024,PV-2024,0,0,
4341.08,16.0,271.3175,0.5445279,30.0,43075.24,1.0,-0.4736338729324975,Normal,6e1d231a-7c6d-466d-b23f-8de651b9faf6,PV-2026,PV-2026,0,0,
4689.41,17.0,275.84766,0.8952845,29.0,118821.07,2.0,-0.4735146414980138,Normal,5ddf7399-e390-4a8e-ace0-651a67542da2,PV-2026,PV-2026,0,0,
7776.76,17.0,457.45648,0.69989806,32.0,375499.2,1.0,-0.4734614791982782,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,PV-2022,PV-2022,0,0,
8228.81,9.0,914.3122,0.7051483,92.0,150767.23,0.0,-0.47345681259550393,Normal,23684d78-b19c-4460-b442-1f259112b2de,PV-2023,PV-2023,0,0,
9786.11,10.0,978.611,0.788694,35.0,518772.78,0.0,-0.47305639176802095,Normal,f1f61c27-c2a8-4515-87a8-f83ec5642de8,PV-2024,PV-2024,0,1,SOBRE_RIEGO
6551.3,14.0,467.95,0.64792144,32.0,316721.44,2.0,-0.47301810297154556,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,OI-2022,OI-2022,0,0,
6071.71,14.0,433.69357,0.74678564,32.0,292402.16,2.0,-0.4729662465702899,Normal,90ef94c9-b6d4-4971-a5d5-adb12732ced8,PV-2026,PV-2026,0,0,
6135.62,14.0,438.25858,0.66042376,61.0,59402.0,1.0,-0.4722275005497758,Normal,e26db415-b822-4431-a95e-0515c3451f73,PV-2022,PV-2022,0,0,
8536.45,14.0,609.7464,0.7523952,30.0,486229.38,0.0,-0.4721969280008248,Normal,24efb028-0f2a-46ea-b50f-4a1f908475d4,OI-2023,OI-2023,0,0,
4404.98,16.0,275.31125,0.8843682,27.0,116253.55,2.0,-0.471926918438441,Normal,0dedce00-440c-4056-9c53-737cbeff6dd1,PV-2026,PV-2026,0,0,
8551.22,19.0,450.0642,0.79297477,21.0,202775.19,2.0,-0.47183941639459664,Normal,ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2026,OI-2026,0,1,AGRICULTOR_INEFICIENTE
12313.53,9.0,1368.17,0.55763155,46.0,215273.27,0.0,-0.471698451858675,Normal,b1da7fe5-e177-4f94-81e5-3dad69d2c13d,PV-2021,PV-2021,0,1,SOBRE_RIEGO
12635.29,10.0,1263.529,0.5287909,41.0,321823.25,0.0,-0.4716208744408016,Normal,e41f09df-92a9-4973-9fca-1571103ba530,PV-2021,PV-2021,0,1,SOBRE_RIEGO
7373.06,18.0,409.61444,0.45775497,44.0,128451.69,2.0,-0.47148637657493575,Normal,d2251f14-05cb-4a11-9a43-087ac9a45584,PV-2023,PV-2023,0,0,
4904.18,8.0,613.0225,0.71096486,55.0,115483.34,0.0,-0.47148305667556456,Normal,85f2d080-8d9e-4f3c-984f-4684eeeca5f8,PV-2023,PV-2023,0,0,
9909.35,9.0,1101.039,0.7836647,71.0,144575.25,0.0,-0.4714760370329281,Normal,708876d7-8bb5-49d0-b979-c85cc6c5e2b1,PV-2026,PV-2026,0,0,
6882.74,15.0,458.84933,0.91664207,31.0,76298.69,2.0,-0.4714296415523727,Normal,36f15d6e-4d25-40f3-b122-fdf75c24a3e7,PV-2026,PV-2026,0,0,
5131.6,20.0,256.58,0.7068936,33.0,256767.23,1.0,-0.4714288174469902,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,PV-2023,PV-2023,0,0,
5765.49,16.0,360.34314,0.46086454,46.0,92883.47,2.0,-0.4713478781446801,Normal,4d0094a6-0933-44de-9e4b-2b7adaf0a536,OI-2026,OI-2026,0,0,
10411.59,18.0,578.4217,0.6832852,24.0,110591.21,1.0,-0.4711566054518649,Normal,414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2023,PV-2023,0,1,AGRICULTOR_INEFICIENTE
5789.95,21.0,275.7119,0.6690247,39.0,179961.11,2.0,-0.47111870832295777,Normal,a7af1a60-ec79-4e98-826b-a73dcc19a9eb,PV-2026,PV-2026,0,0,
4111.82,18.0,228.43445,0.7685181,26.0,83056.95,1.0,-0.471003695399761,Normal,ce83cb07-58f6-4daf-a6e3-1ee72480447b,OI-2025,OI-2025,0,0,
6459.23,8.0,807.40375,0.48070017,53.0,58753.51,0.0,-0.4706562129382432,Normal,ac602a78-243d-432b-a1a1-be778eeb67d7,OI-2025,OI-2025,0,0,
6186.97,8.0,773.3713,0.9142143,25.0,96955.99,0.0,-0.46990449632140113,Normal,574471ae-d1bc-4521-b3c4-b421e7a0c220,PV-2022,PV-2022,0,0,
7329.53,21.0,349.02524,0.85662454,25.0,112715.19,2.0,-0.4693838999981571,Normal,2806f43a-b402-42bd-8b82-02cabf484236,PV-2023,PV-2023,0,0,
8756.11,9.0,972.9011,0.8716985,70.0,265576.38,0.0,-0.46898307367899583,Normal,4b339871-4fca-449d-98bd-84685db111bc,OI-2026,OI-2026,0,0,
11089.45,15.0,739.2967,0.5588043,29.0,122081.31,1.0,-0.4689754378616163,Normal,414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2023,OI-2023,0,1,AGRICULTOR_INEFICIENTE
4600.1,18.0,255.56111,0.8731183,25.0,126556.13,2.0,-0.46840709584356593,Normal,41ed1b06-1867-4659-bea8-b866163d48b1,OI-2026,OI-2026,0,0,
6708.55,19.0,353.08157,0.65356386,27.0,102480.16,3.0,-0.46818658396219537,Normal,4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2022,OI-2022,0,1,AGRICULTOR_INEFICIENTE
6768.73,10.0,676.873,0.70090544,64.0,374506.03,0.0,-0.4681290848952366,Normal,f1f61c27-c2a8-4515-87a8-f83ec5642de8,PV-2022,PV-2022,0,1,GAP_FALLA_EQUIPO
8781.25,21.0,418.15475,0.7401605,29.0,143885.77,2.0,-0.4681061535296159,Normal,4d0094a6-0933-44de-9e4b-2b7adaf0a536,PV-2026,PV-2026,0,0,
6093.57,21.0,290.17,0.7443075,20.0,213994.27,1.0,-0.4678569249483342,Normal,5204630a-2183-4700-a82d-29970e4ce006,PV-2025,PV-2025,0,0,
9773.75,12.0,814.4792,0.5135496,28.0,518306.12,0.0,-0.4678386249548779,Normal,f1f61c27-c2a8-4515-87a8-f83ec5642de8,OI-2021,OI-2021,0,0,
5444.06,19.0,286.52948,0.4315115,23.0,88506.63,2.0,-0.4672936358640429,Normal,4d0094a6-0933-44de-9e4b-2b7adaf0a536,OI-2024,OI-2024,0,0,
5409.67,19.0,284.71948,0.81071085,35.0,59386.39,2.0,-0.4672369553290136,Normal,36f15d6e-4d25-40f3-b122-fdf75c24a3e7,OI-2022,OI-2022,0,0,
7434.39,8.0,929.29877,0.32795757,23.0,107711.47,0.0,-0.46703214408571286,Normal,708876d7-8bb5-49d0-b979-c85cc6c5e2b1,PV-2024,PV-2024,0,0,
3915.08,19.0,206.05684,0.6674226,26.0,80181.9,2.0,-0.46650888416814346,Normal,bcb2fc36-de4b-4e1d-bee5-0eadbf5913f9,PV-2024,PV-2024,0,0,
11373.99,10.0,1137.399,0.51851565,60.0,225351.69,0.0,-0.4664585254204768,Normal,80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2024,PV-2024,0,1,AGRICULTOR_INEFICIENTE
4791.14,16.0,299.44626,0.64178544,50.0,105824.18,1.0,-0.46641233087662604,Normal,d88385c8-4b9e-45eb-9816-10d6e78cee59,PV-2021,PV-2021,0,0,
6216.39,7.0,888.0557,0.6891219,53.0,98891.22,0.0,-0.4662337571032551,Normal,bbe0d9f4-8075-4afd-a43e-5602f914bd48,PV-2025,PV-2025,0,1,GAP_FALLA_EQUIPO
9509.4,8.0,1188.675,0.3906357,33.0,267191.56,0.0,-0.465998447141177,Normal,8e0af854-161a-4747-93bd-4ebb2b94ed33,PV-2025,PV-2025,0,0,
6205.74,21.0,295.5114,0.58074504,20.0,214210.44,1.0,-0.46573241970483076,Normal,5204630a-2183-4700-a82d-29970e4ce006,PV-2022,PV-2022,0,0,
5167.45,19.0,271.97104,0.540298,26.0,52533.56,1.0,-0.46566911856376847,Normal,6e1d231a-7c6d-466d-b23f-8de651b9faf6,PV-2021,PV-2021,0,0,
4796.41,16.0,299.77563,0.8070611,13.0,173934.02,1.0,-0.46542760398448985,Normal,5204630a-2183-4700-a82d-29970e4ce006,OI-2023,OI-2023,0,0,
5423.99,15.0,361.59933,0.812804,46.0,140899.19,2.0,-0.46535756445332005,Normal,0dedce00-440c-4056-9c53-737cbeff6dd1,OI-2026,OI-2026,0,0,
7766.28,17.0,456.84,0.51874715,22.0,178498.36,2.0,-0.4652983782558077,Normal,ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2021,OI-2021,0,1,AGRICULTOR_INEFICIENTE
12100.24,9.0,1344.4711,0.6032145,40.0,197118.33,0.0,-0.4651664530427752,Normal,dbecd833-7ff4-4846-8f3c-3b260384d73a,PV-2025,PV-2025,0,0,
5702.73,19.0,300.14368,0.41871968,37.0,154115.12,2.0,-0.46504235952545686,Normal,41ed1b06-1867-4659-bea8-b866163d48b1,PV-2026,PV-2026,0,0,
5770.92,18.0,320.60666,0.5380495,21.0,288220.0,1.0,-0.4649082882191363,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,OI-2026,OI-2026,0,0,
5249.04,18.0,291.61334,0.7926885,20.0,60514.68,2.0,-0.4646438563981037,Normal,36f15d6e-4d25-40f3-b122-fdf75c24a3e7,OI-2026,OI-2026,0,0,
9566.06,19.0,503.47684,0.64865524,41.0,106548.52,1.0,-0.4646262368834475,Normal,414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2024,OI-2024,0,1,AGRICULTOR_INEFICIENTE
