id_recomendacion,id_parcela,id_cultivo,fecha_generacion,fecha_riego_sugerida,lamina_recomendada_mm,eto_referencia,etc_calculada,deficit_acumulado_mm,dias_sin_riego,nivel_urgencia,algoritmo_version,aceptada,lamina_ejecutada_mm,parametros_json
03cf9a7b-5cc3-49bd-a519-ae9b01ce15ec,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2023-10-01T07:59:59+00:00,2023-10-05,38.35,9.25,5.422,49.3,16,moderado,fao56-v0.2,aceptada,38.35,"{""eto_mm"": 9.25, ""kc"": 0.586, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.36, ""profundidad_raiz_cm"": 37}"
ac3e0a67-ff56-4139-9846-5ef65be1dcd8,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2024-06-12T00:43:59+00:00,2024-06-13,64.02,9.033,8.792,3.82,11,preventivo,fao56-v0.2,pendiente,,"{""eto_mm"": 9.033, ""kc"": 0.973, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.256, ""profundidad_raiz_cm"": 37}"
19f2f3de-016c-4728-aaa5-e1c6326445d5,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2022-03-21T08:40:59+00:00,2022-03-23,81.38,6.881,4.479,2.06,16,preventivo,fao56-v0.2,aceptada,81.38,"{""eto_mm"": 6.881, ""kc"": 0.651, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.21, ""profundidad_raiz_cm"": 37}"
1afdac66-e6b0-4478-aef1-d3371aa42329,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2022-01-13T03:16:59+00:00,2022-01-15,31.1,6.323,6.443,29.3,16,preventivo,fao56-v0.2,aceptada,31.10,"{""eto_mm"": 6.323, ""kc"": 1.019, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.249, ""profundidad_raiz_cm"": 37}"
24fcec09-bb0d-4303-9fac-1ee80184d761,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2021-08-12T18:37:59+00:00,2021-08-13,22.0,6.72,7.593,57.95,3,moderado,fao56-v0.2,aceptada,22.00,"{""eto_mm"": 6.72, ""kc"": 1.13, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.338, ""profundidad_raiz_cm"": 37}"
78e72213-3dd7-4244-84a4-0261a229fadd,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2023-08-06T13:50:59+00:00,2023-08-13,65.3,6.738,5.584,68.16,9,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 6.738, ""kc"": 0.829, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.227, ""profundidad_raiz_cm"": 37}"
42380dcc-19d8-424f-9bb4-1ce27b16b746,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2025-12-22T14:42:59+00:00,2025-12-25,45.42,6.804,5.101,31.22,16,moderado,fao56-v0.2,ignorada,,"{""eto_mm"": 6.804, ""kc"": 0.75, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.258, ""profundidad_raiz_cm"": 37}"
713ebec2-140a-400f-9062-128832c619eb,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2023-10-12T21:39:59+00:00,2023-10-17,83.33,6.53,3.453,28.35,3,preventivo,fao56-v0.2,aceptada,83.33,"{""eto_mm"": 6.53, ""kc"": 0.529, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.365, ""profundidad_raiz_cm"": 37}"
52de9ca6-a902-4414-9e03-7631a3865dfa,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2023-01-16T20:33:59+00:00,2023-01-22,35.37,7.631,3.229,13.36,11,preventivo,fao56-v0.2,aceptada,35.37,"{""eto_mm"": 7.631, ""kc"": 0.423, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.366, ""profundidad_raiz_cm"": 37}"
5a4a741a-b76d-4b00-86e4-5d3393573974,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2024-03-05T15:39:59+00:00,2024-03-12,94.45,8.883,6.067,64.02,7,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 8.883, ""kc"": 0.683, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.375, ""profundidad_raiz_cm"": 37}"
0672826a-10fc-4056-9a52-164d7c1b5827,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2022-01-08T17:41:59+00:00,2022-01-11,37.72,3.924,1.589,61.5,12,moderado,fao56-v0.2,ignorada,,"{""eto_mm"": 3.924, ""kc"": 0.405, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.208, ""profundidad_raiz_cm"": 37}"
d58026c7-d2ee-456c-96bb-856af697476d,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2025-01-23T20:50:59+00:00,2025-01-25,82.45,4.373,2.159,79.01,14,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 4.373, ""kc"": 0.494, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.372, ""profundidad_raiz_cm"": 37}"
7bd91633-1846-4991-b647-93ac40d2f020,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2026-02-18T18:32:59+00:00,2026-02-19,53.01,2.629,2.374,49.87,14,moderado,fao56-v0.2,modificada,42.56,"{""eto_mm"": 2.629, ""kc"": 0.903, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.317, ""profundidad_raiz_cm"": 37}"
5f4319dd-97ad-490f-9365-347c3feafb0d,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2021-09-30T21:33:59+00:00,2021-10-06,21.33,9.166,9.132,31.92,5,moderado,fao56-v0.2,aceptada,21.33,"{""eto_mm"": 9.166, ""kc"": 0.996, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.37, ""profundidad_raiz_cm"": 37}"
a19acd20-3903-4e6c-984e-c6f851dad354,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2024-01-14T20:24:59+00:00,2024-01-19,47.4,7.626,5.38,77.13,4,moderado,fao56-v0.2,modificada,41.35,"{""eto_mm"": 7.626, ""kc"": 0.705, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.345, ""profundidad_raiz_cm"": 37}"
9be5eced-2a8f-4b94-9b87-9d5f3fc3fbf0,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2021-12-03T09:57:59+00:00,2021-12-05,53.76,8.263,3.311,41.82,6,moderado,fao56-v0.2,aceptada,53.76,"{""eto_mm"": 8.263, ""kc"": 0.401, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.342, ""profundidad_raiz_cm"": 37}"
2a05e4c3-24ee-405b-8740-fe989e5def46,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2021-08-16T21:26:59+00:00,2021-08-20,46.61,3.426,3.521,55.69,7,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 3.426, ""kc"": 1.028, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.397, ""profundidad_raiz_cm"": 37}"
da9f614b-2229-4189-b954-1110327201fa,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2024-05-05T00:25:59+00:00,2024-05-11,22.6,11.462,9.071,120.14,17,critico,fao56-v0.2,pendiente,,"{""eto_mm"": 11.462, ""kc"": 0.791, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.382, ""profundidad_raiz_cm"": 37}"
07073dfe-9617-4490-b420-ae056be78151,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2021-12-11T19:36:59+00:00,2021-12-12,100.14,5.478,4.734,22.46,5,preventivo,fao56-v0.2,pendiente,,"{""eto_mm"": 5.478, ""kc"": 0.864, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.205, ""profundidad_raiz_cm"": 37}"
71852e3c-4c80-4c2e-90fb-fbaef76e30a6,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2023-06-28T10:10:59+00:00,2023-07-03,58.52,7.421,7.462,40.44,9,moderado,fao56-v0.2,ignorada,,"{""eto_mm"": 7.421, ""kc"": 1.006, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.351, ""profundidad_raiz_cm"": 37}"
107a666f-6e8e-4eaa-adbe-f3358b64e86c,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2022-02-20T15:00:59+00:00,2022-02-22,57.14,9.136,3.231,108.29,12,critico,fao56-v0.2,aceptada,57.14,"{""eto_mm"": 9.136, ""kc"": 0.354, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.243, ""profundidad_raiz_cm"": 37}"
b54219a6-4e4d-4ddf-8381-7264d5b2598c,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2025-03-31T08:20:59+00:00,2025-04-03,67.74,4.533,1.554,22.94,11,preventivo,fao56-v0.2,modificada,77.92,"{""eto_mm"": 4.533, ""kc"": 0.343, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.302, ""profundidad_raiz_cm"": 37}"
b011ad38-18bb-4463-b75c-b47e69b1bebc,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2025-03-11T14:02:59+00:00,2025-03-15,25.09,5.634,5.27,85.3,15,critico,fao56-v0.2,aceptada,25.09,"{""eto_mm"": 5.634, ""kc"": 0.935, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.365, ""profundidad_raiz_cm"": 37}"
d23fb252-a796-4535-a7d9-7b5ea53f31c9,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2024-09-23T23:04:59+00:00,2024-09-28,82.36,7.448,4.802,59.72,17,moderado,fao56-v0.2,aceptada,82.36,"{""eto_mm"": 7.448, ""kc"": 0.645, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.177, ""profundidad_raiz_cm"": 37}"
d56ebb99-4e9b-4d18-81bc-728578b4729e,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2023-10-10T18:35:59+00:00,2023-10-12,55.62,7.753,5.448,36.71,8,moderado,fao56-v0.2,aceptada,55.62,"{""eto_mm"": 7.753, ""kc"": 0.703, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.318, ""profundidad_raiz_cm"": 37}"
b216c577-3172-4370-bcde-c437ca55a4c0,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2023-04-10T13:03:59+00:00,2023-04-13,55.68,11.016,7.357,61.94,8,moderado,fao56-v0.2,aceptada,55.68,"{""eto_mm"": 11.016, ""kc"": 0.668, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.187, ""profundidad_raiz_cm"": 37}"
4a7ec23b-8ba6-4be8-94d3-fdb3d5f727dc,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2026-01-06T13:32:59+00:00,2026-01-11,20.07,10.014,7.481,39.47,5,moderado,fao56-v0.2,modificada,20.80,"{""eto_mm"": 10.014, ""kc"": 0.747, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.253, ""profundidad_raiz_cm"": 37}"
0cb84999-4109-4945-b41c-b30038b5c76b,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2025-11-21T23:10:59+00:00,2025-11-26,122.92,7.92,3.668,129.67,17,critico,fao56-v0.2,modificada,113.22,"{""eto_mm"": 7.92, ""kc"": 0.463, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.219, ""profundidad_raiz_cm"": 37}"
5bfd9081-2786-4a0e-b8fe-8dd992e2c2d2,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2025-11-30T03:04:59+00:00,2025-12-01,24.49,4.527,4.726,34.41,12,moderado,fao56-v0.2,aceptada,24.49,"{""eto_mm"": 4.527, ""kc"": 1.044, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.195, ""profundidad_raiz_cm"": 37}"
e5f59449-bc22-4ae4-96ad-799f2dbcb880,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2025-11-07T14:03:59+00:00,2025-11-11,59.91,9.649,9.019,35.51,10,moderado,fao56-v0.2,modificada,55.35,"{""eto_mm"": 9.649, ""kc"": 0.935, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.341, ""profundidad_raiz_cm"": 37}"
88043386-cd66-4041-8419-6aaa04679b47,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2021-05-16T08:06:59+00:00,2021-05-18,89.41,3.255,1.8,39.98,3,moderado,fao56-v0.2,aceptada,89.41,"{""eto_mm"": 3.255, ""kc"": 0.553, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.205, ""profundidad_raiz_cm"": 37}"
cfdd4409-7547-474e-b6a8-fd99fedc71fa,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2025-07-02T03:14:59+00:00,2025-07-09,55.24,11.002,12.894,85.52,12,critico,fao56-v0.2,aceptada,55.24,"{""eto_mm"": 11.002, ""kc"": 1.172, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.385, ""profundidad_raiz_cm"": 37}"
08807f9c-e179-4f1a-823f-d0d1f6166532,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2023-11-17T18:55:59+00:00,2023-11-21,46.61,7.5,4.302,28.24,14,preventivo,fao56-v0.2,ignorada,,"{""eto_mm"": 7.5, ""kc"": 0.574, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.15, ""profundidad_raiz_cm"": 37}"
7817b680-a0a0-4919-a2d4-150a852f488d,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2023-09-04T00:46:59+00:00,2023-09-10,62.54,6.149,5.692,63.45,16,moderado,fao56-v0.2,aceptada,62.54,"{""eto_mm"": 6.149, ""kc"": 0.926, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.349, ""profundidad_raiz_cm"": 37}"
a03d0942-3e40-48c5-a631-a8aaae4ef8f3,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2023-06-27T10:38:59+00:00,2023-07-01,121.66,8.635,6.985,53.68,10,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 8.635, ""kc"": 0.809, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.213, ""profundidad_raiz_cm"": 37}"
ad320484-c2ab-45eb-9f12-287123b85a48,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2022-02-13T03:06:59+00:00,2022-02-16,51.94,6.407,4.515,76.44,14,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 6.407, ""kc"": 0.705, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.336, ""profundidad_raiz_cm"": 37}"
b5bac1b2-7f3e-4697-bbe1-b16976afb24d,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2023-12-07T19:40:59+00:00,2023-12-14,11.53,8.788,6.667,39.86,15,moderado,fao56-v0.2,aceptada,11.53,"{""eto_mm"": 8.788, ""kc"": 0.759, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.393, ""profundidad_raiz_cm"": 37}"
4f717fe5-2660-49d5-800d-d9f1db888cc1,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2024-09-19T16:59:59+00:00,2024-09-23,16.78,4.875,3.348,57.08,8,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 4.875, ""kc"": 0.687, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.359, ""profundidad_raiz_cm"": 37}"
73659138-190d-4ac0-8bf5-046396c85830,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2024-11-04T15:06:59+00:00,2024-11-05,42.96,3.735,1.507,40.37,13,moderado,fao56-v0.2,aceptada,42.96,"{""eto_mm"": 3.735, ""kc"": 0.404, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.162, ""profundidad_raiz_cm"": 37}"
b976c5f1-f087-4170-9cad-cd12f2ad3a26,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2026-03-23T11:54:59+00:00,2026-03-29,29.02,6.821,6.649,8.02,12,preventivo,fao56-v0.2,aceptada,29.02,"{""eto_mm"": 6.821, ""kc"": 0.975, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.337, ""profundidad_raiz_cm"": 37}"
dabfbc72-9b7d-49a3-9fca-e3d358e301d1,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2025-02-27T04:03:59+00:00,2025-03-02,44.02,7.079,4.814,104.96,3,critico,fao56-v0.2,aceptada,44.02,"{""eto_mm"": 7.079, ""kc"": 0.68, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.21, ""profundidad_raiz_cm"": 37}"
7f482e5a-a43b-4b1a-8ee8-0120a74e2cf6,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2025-12-26T04:25:59+00:00,2026-01-02,84.31,6.129,5.842,16.42,12,preventivo,fao56-v0.2,modificada,102.03,"{""eto_mm"": 6.129, ""kc"": 0.953, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.211, ""profundidad_raiz_cm"": 37}"
aa56420a-6a63-42a0-a3d6-3b4cdb76b8d0,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2024-07-30T10:37:59+00:00,2024-08-05,18.37,10.068,7.538,27.06,5,preventivo,fao56-v0.2,aceptada,18.37,"{""eto_mm"": 10.068, ""kc"": 0.749, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.171, ""profundidad_raiz_cm"": 37}"
1c4905a4-ea8e-4cec-aa4f-9425ff76be6c,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2022-07-21T01:04:59+00:00,2022-07-24,70.42,4.874,3.31,12.87,3,preventivo,fao56-v0.2,modificada,63.07,"{""eto_mm"": 4.874, ""kc"": 0.679, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.311, ""profundidad_raiz_cm"": 37}"
54f9029d-3b28-426d-aa3e-92f51f2168ec,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2025-09-06T21:27:59+00:00,2025-09-07,58.14,7.783,3.75,60.08,6,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 7.783, ""kc"": 0.482, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.247, ""profundidad_raiz_cm"": 37}"
43e13949-b919-4a21-b007-028e5a16769a,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2024-07-18T20:57:59+00:00,2024-07-23,73.86,7.17,6.565,27.07,9,preventivo,fao56-v0.2,pendiente,,"{""eto_mm"": 7.17, ""kc"": 0.916, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.197, ""profundidad_raiz_cm"": 37}"
1253537f-6e15-405d-aa99-f8b3d0d5a877,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2022-12-01T03:22:59+00:00,2022-12-03,96.87,3.108,2.826,101.82,11,critico,fao56-v0.2,aceptada,96.87,"{""eto_mm"": 3.108, ""kc"": 0.909, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.397, ""profundidad_raiz_cm"": 37}"
80fcd71b-ff21-4fb2-99de-0b0505db757b,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2024-12-07T01:01:59+00:00,2024-12-11,22.36,3.702,3.908,65.02,16,moderado,fao56-v0.2,aceptada,22.36,"{""eto_mm"": 3.702, ""kc"": 1.056, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.193, ""profundidad_raiz_cm"": 37}"
ff5eac04-e8fa-4de7-872e-ea31a52d51e3,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2024-02-26T18:34:59+00:00,2024-03-01,45.47,7.03,2.447,34.62,5,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 7.03, ""kc"": 0.348, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.391, ""profundidad_raiz_cm"": 37}"
c7cb81e3-19ba-4040-bbe1-b88d55504552,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2024-04-16T06:51:59+00:00,2024-04-21,121.81,11.953,13.611,10.88,14,preventivo,fao56-v0.2,aceptada,121.81,"{""eto_mm"": 11.953, ""kc"": 1.139, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.207, ""profundidad_raiz_cm"": 37}"
1477ff54-3abb-4780-a5fe-ab32fb94fe74,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2024-12-13T05:08:59+00:00,2024-12-17,25.79,8.448,5.41,40.85,17,moderado,fao56-v0.2,aceptada,25.79,"{""eto_mm"": 8.448, ""kc"": 0.64, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.24, ""profundidad_raiz_cm"": 37}"
fde83f85-af24-4a9f-9d35-554e0b94ba73,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2025-02-24T16:49:59+00:00,2025-03-02,26.37,2.686,0.844,64.5,4,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 2.686, ""kc"": 0.314, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.364, ""profundidad_raiz_cm"": 37}"
f9efc6e3-62a8-4e63-98d1-97091afe1f87,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2022-09-20T13:59:59+00:00,2022-09-25,83.2,8.833,7.131,43.28,9,moderado,fao56-v0.2,modificada,100.81,"{""eto_mm"": 8.833, ""kc"": 0.807, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.262, ""profundidad_raiz_cm"": 37}"
db55bace-eaf2-4b5f-9eef-b7bf6beb7fa8,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,665d7746-fa81-4c11-a29f-d5ad07de4cda,2024-12-23T00:17:59+00:00,2024-12-28,58.1,6.759,6.169,39.74,8,moderado,fao56-v0.2,modificada,44.36,"{""eto_mm"": 6.759, ""kc"": 0.913, ""cultivo"": ""Chile"", ""humedad_suelo_pct"": 0.279, ""profundidad_raiz_cm"": 37}"
092bc924-0812-4212-b84b-f1744a8a5e03,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2022-08-17T09:09:59+00:00,2022-08-21,49.5,9.853,4.059,6.73,6,preventivo,fao56-v0.2,aceptada,49.50,"{""eto_mm"": 9.853, ""kc"": 0.412, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.219, ""profundidad_raiz_cm"": 37}"
ca3b1352-32a5-4b85-ac05-96b2814d6a06,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2025-09-18T04:00:59+00:00,2025-09-22,33.15,4.798,1.811,129.12,4,critico,fao56-v0.2,aceptada,33.15,"{""eto_mm"": 4.798, ""kc"": 0.377, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.17, ""profundidad_raiz_cm"": 37}"
231b1bc6-c9b9-4ad1-86a3-282907a00664,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,0543177f-a27b-4e03-94fc-b67cd11c1346,2021-12-05T20:40:59+00:00,2021-12-10,59.78,7.876,6.509,37.46,17,moderado,fao56-v0.2,aceptada,59.78,"{""eto_mm"": 7.876, ""kc"": 0.826, ""cultivo"": ""Algodón"", ""humedad_suelo_pct"": 0.218, ""profundidad_raiz_cm"": 37}"
d041b090-69ae-48c1-aa43-94a290450fcb,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2022-02-08T12:36:59+00:00,2022-02-09,59.09,9.115,9.069,4.69,6,preventivo,fao56-v0.2,pendiente,,"{""eto_mm"": 9.115, ""kc"": 0.995, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.32, ""profundidad_raiz_cm"": 37}"
3b62bcad-2807-4cf7-a675-37f0985ac69d,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,edc7409e-c2e5-4acd-be6f-1b9a453768c3,2023-07-13T23:50:59+00:00,2023-07-15,100.58,5.881,4.883,32.1,16,moderado,fao56-v0.2,aceptada,100.58,"{""eto_mm"": 5.881, ""kc"": 0.83, ""cultivo"": ""Frijol"", ""humedad_suelo_pct"": 0.33, ""profundidad_raiz_cm"": 37}"
5630f1cd-dcec-412a-ab50-31da12ba4fb7,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,08335fd5-4745-4f08-bba5-eae27b47214f,2025-06-13T08:26:59+00:00,2025-06-18,86.1,5.935,6.977,117.93,13,critico,fao56-v0.2,aceptada,86.10,"{""eto_mm"": 5.935, ""kc"": 1.176, ""cultivo"": ""Maíz"", ""humedad_suelo_pct"": 0.318, ""profundidad_raiz_cm"": 37}"
d190ac64-2ce8-4f5f-81bc-27095d292f8a,7f7a64f4-7883-45e2-b63e-c1cf53774aaa,dfdc996a-824e-42d0-8b0d-5e1d805bcf95,2025-10-13T22:17:59+00:00,2025-10-15,76.24,7.063,5.868,38.61,5,moderado,fao56-v0.2,pendiente,,"{""eto_mm"": 7.063, ""kc"": 0.831, ""cultivo"": ""Uva"", ""humedad_suelo_pct"": 0.363, ""profundidad_raiz_cm"": 37}"
